artTitle,artDate,artTime,artUrl,artPoster,artCat,commentNum,push,boo,sentence
Re:[新聞]26歲國立大學研究生騎車突昏迷母淚訴：6,2021/09/19,10:46:28,https://www.ptt.cc/bbs/Gossiping/M.1632048394.A.224.html,hellofox,Gossiping,544,414,17,"有經歷過塔綠班認知作戰的

對於
資訊混淆
一事一定不陌生

當需要攻擊特定政黨或對象時

除了於短時間內以簡單明瞭的圖文大量曝光之外

重點在於訊息的內容必須真假合一

比例不會是參半 而是將原本客觀的敘事內容

以
代換
或
扭取原意
的方式作再現

後者以只是堵藍的
NHK訪問專題
最為經典



當初NHK訪問堵藍的用意

即是為了在堵藍移花接木韓導親嬰兒事件中作平衡報導

意即讓假新聞製造者自身能為自己的立場辯護

但堵藍卻將NHK此行動轉化為台灣之光

其臉書的人氣圖文受到了國外的讚賞

實際上

這根本是
丟臉丟到國外
丟到我們最愛稱兄道弟的日本國內

結果堵藍自始至終都還在沾沾自喜

更輔以回嗆其他人有無能耐給國外知名媒體訪問



那代換是甚麼?

就是將原本的名詞或事件用另一相近或相關詞彙作替代

它們可以是不相關的東西但看起來相類似(校正+回歸)

或是相關但卻是不同字詞(廣篩V.S普篩)

此篇回文就用了類似手法


這個作者

也是某熱門版的版主

通篇內容除了提到自己的身分與傷者的關係(教授的助理)

其餘中風 情況好轉 拒絕檢驗

這些全部都是
原本新聞內就有的內容
拒絕檢驗那段 強調用個人看法表達是醫院的專業考量來淡化爭議

事實上

醫院於原文中有回應其於17號就做了血液測試


那最重要的標的物是甚麼?

就是昏迷者打了甚麼疫苗

原本新聞內寫得很清楚

家屬跑到房間內找到了
高端
小
黃卡
到他文內卻變成家屬在質疑打了BNT??



通篇內文都有跡可循 與原新聞對照無誤

結果一個最客觀的疫苗品牌

就這樣直接從
高端
換成了
BNT
?


這麼顯而易見的錯誤此版主不僅在後續編輯未曾修改

甚至還在文末加註不要因為政治立場質疑自己



所以就這麼剛好

某版主的政治立場與高端疫苗相符

而某版主文內的高端疫苗 被移花接木成了BNT


然後鄉民們用這兩點來質疑竟然是居心叵測


說實話

若那篇回文被推爆

那原本打的高端疫苗

會從最顯眼而最廣為流傳的一篇PO文

最後轉化為毫不相干的BNT而成為大眾口述的依據也不無可能


塔綠班們真的用心良苦

打高端後出事不一定與高端有關

卻偏偏得拉進個絕對無關的BNT



佩服此行動力

卻也令人噁心
我找不到  但是我的文內最上面有
我自認沒有造謠 願洗耳恭聽高見
怎麼沒有根據呢?你可以拿它原文跟新聞對照啊  我沒說錯吧?
這樣太過了
沒死SORRY
沒有死 我一開始打錯
我問一下 堵藍算是對付誰啊?
開頭忘了改掉 已改
我以前發過一篇為何有人想打高端的 算是一定程度平反高端 但我自刪了
200多P幣 真好賺"
[問卦]塔綠班：4%看到台灣水果賣不出去見獵心喜,2021/09/19,10:47:35,https://www.ptt.cc/bbs/Gossiping/M.1632048458.A.B19.html,MJdavid,Gossiping,87,39,10,"台灣的蓮霧 釋迦被中國禁了

八卦板上洗了這麼多篇了

怎麼還沒有出現這種標題：4%看到台灣水果賣不出去見獵心喜

有沒有「塔綠班：4%看到台灣水果賣不出去見獵心喜」這類的文還沒出現的八卦
"
[新聞]川粉號召重回國會聲援暴動者雷聲大雨點小,2021/09/19,10:53:45,https://www.ptt.cc/bbs/Gossiping/M.1632048830.A.2CE.html,a23006010103,Gossiping,5,2,0,"備註請放最後面 違者新聞文章刪除



民視新聞

蘇恆安 綜合報導

川粉號召重回國會聲援暴動者　雷聲大雨點小！僅百人到場參加

美國前總統川普的支持者，周六（18日）重回國會山莊，聲援今年初在國會暴動當中被起

訴的人。現場部署層層警力，就怕爆發流血事件。
原本主辦單位預估700人參加，結果雷
聲大雨點小，當天只來了100多人，就連警察人數都比民眾還要多。
國會山莊前群眾越聚越多，但畫面再怎麼快轉，人潮始終填不滿一個草坪，力挺美國前總

統川普的右派團體，發起918集會示威，結果場面超漏氣。


CNN記者報導，「以我目測警察人數更多，部署在國會各處，你看我們背後是國會警察全

副武裝，後面還有更多警察。」原本預估會有700人參加，想不到最後只有100多人現身，

還輸給現場警力，看得主辦單位臉上三條線。

集會發起人布雷納德表示，「事實上這場集會已經成功了，（怎麼說），我們1月就寫過

信，我們去過司法部去探監去聯合國。」畢竟半年前的國會暴動事件，還讓人記憶猶新，

這次川粉回歸，就是要聲援當時被起訴的600多名暴亂者。

挺川普民眾說，「
上次被拘捕的那些人，我認為他們最重的罪只有非法入侵，（但他們有
些人被控襲警），那都是謊言。
」

這次警方做好萬全措施，事先架好圍欄、隔出管制區，大批鎮暴警察駐守各處，也要求國
民兵和華盛頓特區警察局待命，以防任何突發狀況。

挺川普民眾說，「大家覺得選舉有舞弊我們就來談，但不要再闖進國會。」

在優勢警力控場下，活動大致和平進行，只是當反川普民眾路過，仍不免和川粉們爆發口
角。

挺川普民眾，「他說我們是恐怖份子，但你聽他說什麼，聽他的用詞，誰才是真正鬧事的
人。」

參加者還真的有人違反規定持刀持槍，最後警方拘捕4人，結束這場國會一日遊。
https://www.ftvnews.com.tw/news/detail/2021919I01M1
塔綠班：雷聲大雨點小川粉是美國的韓粉





"
[問卦]說塔綠班你好真的會被噓嗎,2021/09/19,10:56:18,https://www.ptt.cc/bbs/Gossiping/M.1632048980.A.6BC.html,zxy472,Gossiping,18,6,4,"這幾天大家又開始問候塔綠班
但我看推文除了一起問候塔綠班之外
都有人會噓說無聊、沒梗、4%可憐之類的
我在此對塔綠班說你好
會被噓嗎？



-
Sent from JPTT on my iPhone
"
[問卦]R:推塔綠斑的幾乎都機器人吧,2021/09/19,10:57:07,https://www.ptt.cc/bbs/Gossiping/M.1632049030.A.276.html,seiten137,Gossiping,14,8,0,"安安 我是其中之一的機器人分身
阿？你不信嗎？
不然我等等換個帳號再PO一次
好的,塔綠班
"
Re:[問卦]水果都賣不出去了還在塔綠班？,2021/09/19,10:59:40,https://www.ptt.cc/bbs/Gossiping/M.1632049182.A.C7D.html,dreamelf,Gossiping,6,2,0,"為什麼塔綠班要賣水果給中國？
要賣也做成水果乾在賣啊
沒看到塔綠班最愛的芒果乾賣得多好
什麼都不要 只要有乾就尊榮高端不凡

拿把水果做成乾外銷大家說好不好！？
Sent from
BePTT
on my iPhone XR
"
[問卦]台灣水果都賣中國，那芒果乾是賣假的？,2021/09/19,11:00:43,https://www.ptt.cc/bbs/Gossiping/M.1632049245.A.17A.html,griffick,Gossiping,10,5,2,"明明台灣水果都得銷往中國，
那塔綠班動不動就賣芒果乾，
現在人家不買台灣水果了，是不是塔綠班害的？
某陳主委說要去跟WTO討拍，像不像小學時候的「你壞壞我要告老師！」？
"
[問卦]塔綠班的綠是什麼綠？,2021/09/19,11:02:30,https://www.ptt.cc/bbs/Gossiping/M.1632049352.A.C6D.html,Giddcns,Gossiping,10,1,2,"4 John der

綠色
不是只有一種
根據色調不同會有很多種綠

多數的綠已有色卡命名
比如橄欖綠、蘋果綠、檸檬綠、薄荷綠、松柏綠…等


那麼問題來了
塔綠班的綠
是什麼綠？

484韭菜綠？

有沒有八卦？

"
[問卦]最近塔白班已經比塔綠班還流行了?,2021/09/19,11:06:35,https://www.ptt.cc/bbs/Gossiping/M.1632049597.A.628.html,JUNOCARE,Gossiping,68,12,29,"如題

最近我發現

時下的年輕人最常掛在嘴上的用語

塔白班已經超越了塔綠班

只要是講塔白班

年輕人馬上都會開懷大笑

露出一副你很懂喔的態度

反觀如果講出塔綠班

空氣馬上就變得有些尷尬

彷彿講了什麼很落伍的語言

塔白班是否已經超越塔綠班

成為年輕人最喜歡的用語了呢?

有沒有相關八卦


"
[問卦]農民是不是負資產？,2021/09/19,11:07:30,https://www.ptt.cc/bbs/Gossiping/M.1632049652.A.F69.html,qsxwdc,Gossiping,6,1,2,"農業根本是台灣的軟肋，晶片人人搶，反觀水果do值低又沒競爭力，一被拒就只能出口轉
內銷！賣不好還要用稅金幫忙買！唯一價值是不是塔綠班南部農民手中那一張票啊？
"
Re:[問卦]塔綠班：4%看到台灣水果賣不出去見獵心喜,2021/09/19,11:08:35,https://www.ptt.cc/bbs/Gossiping/M.1632049718.A.A7B.html,senafeld,Gossiping,11,3,2,"你錯了 其實4%仔更希望台灣水果賣出去

但不是賣給中國 我本人至少是這樣想的

但問題就是台灣的水果

品質贏不了日本

價格贏不了東南亞

這是政府該去思考的問題

現在總覺得中國阻撓你 中國就算阻撓你

你要反制啊！ 不是ㄧ直叫國人多吃水果改內銷

而是要闢出另一條路 做外銷？

這樣才對，不然要政府幹嘛！

不應該每次都把問題歸到政治上

如果你夠強 還怕別人不買嗎？
引述《MJdavid (膽固醇歐吉桑)》之銘言："
Re:[問卦]最近塔白班已經比塔綠班還流行了?,2021/09/19,11:12:12,https://www.ptt.cc/bbs/Gossiping/M.1632049934.A.346.html,michaelwu,Gossiping,40,19,4,"其實齁
我覺得啦
塔白班真的是很沒梗很難看
建議不要再用了
為避免被說我4%崩潰
在這邊提供你們大家常說的「白內蟑」

又怕有人說我沒梗說不出來
只會抄襲前面的梗
把我抹成八卦版的肛夢吱
這邊提供一個「白爛仔」
更在地更好用更愛台

說真的 只改一個字的二創真的只會丟臉
加油好嗎塔綠班
"
Re:[新聞]王定宇建議政府直接向WTO提告　「一定把,2021/09/19,11:12:13,https://www.ptt.cc/bbs/Gossiping/M.1632049935.A.BA5.html,pss,Gossiping,18,2,4,"可是委員 WTO上訴法院已經被塔綠班看門狗的主子美國癱瘓了耶? 雖然說是川普前主子
 搞的  可是新主子拜登好像沒有要處理這件事喔 !! 請問這樣還要告甚麼鬼?
https://reurl.cc/dxGyZy
還是又是大內宣讓817智障們以為台灣是以WTO會員國身分告中國呢?
 塔綠班加油好嗎? 有本事先用""台灣塔綠班酋長國""的名義加入WTO吧!
好的 晚安  塔綠班"
[問卦]沒梗是不是只能發塔綠班了,2021/09/19,11:16:32,https://www.ptt.cc/bbs/Gossiping/M.1632050194.A.4C9.html,ro134360,Gossiping,34,8,3,"如題
有時候覺得好笑的梗
發病時想打高端自殺的廢文
或是發甲文
都沒有一個塔綠班來的多推
好可撥
是不是只能跟風 沒辦法獨樹一格
"
[問卦]性侵是塔綠班的救贖吧？,2021/09/19,11:17:47,https://www.ptt.cc/bbs/Gossiping/M.1632050269.A.428.html,taot917,Gossiping,15,8,1,"最近一直塔綠班塔個沒完

硬要把恐怖份子的帽子扣給塔綠班

可是我發覺幾點很不一樣

伊斯蘭教義的律法很嚴格

沒有廢死，也嚴逞性侵

拒絕通姦

這就跟塔綠班的教義很不一樣了吧

大家是不是該改口了

塔綠班跟塔利班的主張根本不像？
"
[問卦]這次民主果實的補助比例要怎麼分?,2021/09/19,11:19:11,https://www.ptt.cc/bbs/Gossiping/M.1632050353.A.4D5.html,rwr,Gossiping,8,3,0,"大家都知道

現在果實碩大肥美

政府補助數十億

沒說是純補助農民

這些要給 媒體宣傳 1450操作與論 補助物流 疏通其他民主國家

也不補助本國人買水果

本國人在當地買水果 根本只會貴不會便宜 是買價值的

想想就覺得這操作很厲害 最受傷反而是本國消費者

有沒有農民分不到錢 也能農產大賣 塔綠斑皆大歡喜的八卦?
"
[問卦]高端打不完是不是塔綠班不夠努力安麗,2021/09/19,11:22:33,https://www.ptt.cc/bbs/Gossiping/M.1632050561.A.619.html,miloskyman,Gossiping,6,2,0,"記得

我學妹

突然來電

陌生的熟悉

熱情邀約開心聚會喜相逢

塔綠班是否

不夠熱情

快來電

邀約"
Re:[新聞]陸封殺台灣蓮霧、釋迦！　陳吉仲怒嗆：將,2021/09/19,11:23:35,https://www.ptt.cc/bbs/Gossiping/M.1632050619.A.326.html,butten986,Gossiping,12,6,3,"他一個引進萊豬
影響台灣豬農市場的豬農之子在不爽啥？

他不會叫塔綠班們餐餐吃蓮霧釋迦就好？

臺灣的國防就是經濟不靠中國靠塔綠班才有未來啊！

依賴中國市場只會讓抗中保台變笑話不是嗎？

塔綠班還不快證明自己能抗中保台不是口號嗎！

這正是機會欸！
-
Sent from JPTT on my iPhone"
Re:[新聞]快訊／大陸突宣布：暫停台灣釋迦和蓮霧輸入,2021/09/19,11:29:11,https://www.ptt.cc/bbs/Gossiping/M.1632050953.A.4CC.html,ios6,Gossiping,19,6,4,"大陸這下打塔綠班的臉真的是打的啪啪響

塔綠班一直以來最喜歡說的就是 不是台灣需要大陸 而是大陸需要台灣

結果 這下 大陸就好好的打了塔綠班的臉

看到這樣 真的覺得 要上廁所的要趕快上

不然等等塔綠班又要哭暈在廁所裡了 很不方便
"
[問卦]為什麼要說塔綠班？理性勿戰,2021/09/19,11:31:35,https://www.ptt.cc/bbs/Gossiping/M.1632051097.A.D28.html,LuckyMan,Gossiping,26,18,2,"理性思考  和平溝通

這社會實在充斥太多暴戾之氣

為什麼要用塔利班這種恐怖份子到處殺人的名稱

來揶揄失敗執政的政府

Respect 基本的尊重



"
Re:[問卦]中國禁止台灣晶片輸入台灣是不是完蛋？,2021/09/19,11:35:42,https://www.ptt.cc/bbs/Gossiping/M.1632051344.A.CCD.html,pinkowa,Gossiping,7,3,0,"會問這個代表 ~ 你沒有在業界。


台灣原本除了本身就有管制出口條例外

又加上 美國跟歐盟開的清單及管制條約

合稱 SHTC 戰略性高科技貨品管制出口。


台灣早就禁止一堆敏感晶片輸入中國。


而且美國商業部決議美商可以賣給中國的晶片，

不代表台灣台商沒被管制，可以賣給中國。



不過台商可以合法賣給中國的晶片，

歐美日廠商一定可以賣給中國。



============================

我是覺得 鄉民真的要好好

去認識一下現況 學一點實際常識

不要被塔綠斑 耍得團團轉

============================
"
Re:[問卦]覺青「政府讓台灣人多活一年」如何反駁,2021/09/19,11:37:10,https://www.ptt.cc/bbs/Gossiping/M.1632051433.A.52B.html,computerqqq,Gossiping,0,0,0,"你可能忘了，
那個月本要開放中國親屬來台，
後來被幹爆（連側翼都在求饒），
才不了了知…

白痴塔綠斑政府。"
[問卦]塔綠班看到又禁止台灣水果出口484很開心?,2021/09/19,11:41:50,https://www.ptt.cc/bbs/Gossiping/M.1632051712.A.35B.html,ptttpt,Gossiping,14,6,0,"畢竟毒藥糖衣又-2了

我們塔綠班看到禁止出口到底是開心呢

還是內心氣到牙癢癢 棋逢對手 要比機掰真的比不過對面的 哈


兩個路線一樣的紅綠衛兵大對決 嘻嘻



試申論塔綠班看到禁止出口的心態？
"
[新聞]陸禁我釋迦蓮霧民眾黨立委：難道又要求,2021/09/19,11:43:06,https://www.ptt.cc/bbs/Gossiping/M.1632051789.A.A32.html,ios6,Gossiping,600,268,77,"備註請放最後面 違者新聞文章刪除

1.媒體來源:
udn

2.記者署名:
李承穎

3.完整新聞標題:
陸禁我釋迦蓮霧 民眾黨立委：難道又要求國內爆買嗎？

4.完整新聞內文:
中國大陸今天無預警宣布禁止台灣的釋迦、蓮霧輸入，民眾黨立委張其祿說，一方面抗中
，一方面對經貿準備又不充分，才會造成這次對農民的衝擊，缺乏大經貿策略，難道這次
又要像上次一樣，要求國內爆買釋迦、蓮霧嗎？這難道是長久之計嗎？

張其祿說，從中國大陸以申請CPTPP（跨太平洋夥伴全面進展協定），但台灣卻看不出進
度在哪？就可看出兩岸經貿下，中國大陸是比較有準備的，現在兩岸關係很差，這次以抓
害蟲為由，直接就「公事公辦」，對農業衝擊很大，可見不是全部壓日本、美國就好，還
是要有兩岸的經貿對口溝通。

張其祿說，一方面抗中、一方面經貿準備不充分，是因為大經貿策略沒有想清楚，應該做
好準備，朝其他市場拓展，分散風險，未雨綢繆，「要抗中就要做好準備」。

民進黨立委林俊憲指出，這種以商逼政的戲碼，不久前才上演過一次，原先台灣的鳳梨出
口中國占絕大部份，於是中國以為禁止進口就可以重創台灣農業，進而造成政治壓力，但
中國的行為讓台灣人同仇敵愾，團結起來支持自己的農產品，再加上台灣水果的優良品質
本就世界知名，後來也順利擴大外銷日本、韓國、新加坡等地，受到這些更高階消費市場
的青睞，成功將危機化為轉機。

林俊憲說，其實釋迦、蓮霧的情況與鳳梨非常類似，根據蓮霧主要產地屏東縣農業處的資
料，去年全縣蓮霧產量共41100公頃，雖然外銷九成是銷往中國，但總外銷量也才3700公
噸，佔比不到10%，釋迦也同樣以內需為主，若國人支持與拓展外銷雙管齊下，相信也能
順利度過難關。

林俊憲指出，台灣的優質農產品一直是我們的驕傲，許多民眾在選購生鮮時，也會特別選
擇國產貨，這不只是情感上的支持而已，而是因為美味確實勝過進口貨。想要拿農產品來
政治操作，只能說完全是不懂台灣人，「中國越是打壓，我們越是力挺自己的農民到底！
」

5.完整新聞連結 (或短網址):
https://tinyurl.com/59wdds3t
6.備註:
靠著抗中保台撈選票 結果受傷的都是小老百姓

真的很幸運 台灣還有民眾黨 為民發聲

誰再講抗中保台 誰就是塔綠班

>漲價大撈一筆"
[新聞]批蔡政府抱美國大腿挑釁中國　趙少康預,2021/09/19,11:48:36,https://www.ptt.cc/bbs/Gossiping/M.1632052118.A.B3D.html,wyin,Gossiping,48,10,13,"1.媒體來源:
風傳媒
2.記者署名
郭怜妤
3.完整新聞標題:
批蔡政府抱美國大腿 挑釁中國　趙少康預言：台灣被迫承擔中國砲火
4.完整新聞內文:

第43屆全美台灣同鄉聯誼會年會開幕，19日由中廣董事長趙少康視訊與
海外台民連線發表演說，他表示，在座都是力挺中華民國派的台灣鄉親
，期盼國民黨2024年能重返執政、撥亂返正。趙少康強調，美國想的是
維持霸權地位，而非台灣利益，若蔡政府想著在兩岸鬧事，美國會馳援
台灣，「不是愚民就是真的笨。」

趙少康在臉書發文指出，民進黨拚命要拿下總統大位，想的不是怎麼讓
年輕人買得起房子或者國家的未來，而是在拚自己的官位、荷包。獨派
也很淸楚，民進黨根本不敢搞台獨建國，但是先說先贏，贏了就可以分
官分資源，好康太多了。

趙少康表示，全美台灣同鄉聯誼會是在中美斷交前成立，美國政府如何
從尼克森時代的「聯中制俄」走到卡特總統拋棄台灣，從川普總統的後
期到拜登總統上台，美國想的當然是維持美國的霸權地位，不會是台灣
利益。蔡政府以為在兩岸鬧了事，美國會馳援台灣的想法，不是愚民就
是真的笨。

近期引發國際國際關注的阿富汗撤軍行動，趙少康也認為是拜登背棄盟
友，招致各國謾罵，唯獨蔡政府不敢批評。他認為，阿富汗是台灣的前
車之鑑，美國不可靠，台灣的安全要靠自己，台灣總統蔡英文卻只會抱
美國大腿，在兩岸關係上挑釁。

趙少康進一步提到，美國從阿富汗撤軍，戰略重心移到亞太地區，中美
對抗的情勢之下首當其衝的就是台灣。他指出，美國至今只會賣武器給
台灣，讓台灣自己承受中共的砲火，哪天中美擦槍走火，中共不敢對美
國開火反而對台灣開火，台灣被迫要自己承擔。

趙少康表示，民進黨不要九二共識，前總統馬英九的活路外交沒有了，
過去馬政府期間因為九二共識，台灣能以觀察員身分參加WHA 年會，如
今卻在國際組織中沒有半點活動空間。中國壓縮台灣的國際活動空間，
已連非政治性活動都被打壓，主辦單位被逼著把我國將國名改成「中國
台灣」；小粉紅民族主義高漲，一點小事就出征台灣藝人。即使國台辦
之後出面緩頰，傷害都已經造成，因為民進黨上台，讓脆弱的兩岸關係
更不堪一擊，中國的戰狼外交、小粉紅氣焰高漲到處出征，對兩岸都沒
有好處，徒增惡感。

趙少康強調，戰鬥藍要為台灣的未來、世代正義而戰，必須站出來，認
為有戰鬥力才能制衡民進黨，並批評民進黨傲慢、專權、沉淪、腐化，
正在啃蝕台灣的民主，藍軍如果不能奮力抵擋，就失去了存在的價值。


5.完整新聞連結 (或短網址):
https://www.storm.mg/article/3948538
6.備註:


塔綠班拚命要拿下總統大位，
想的不是怎麼讓年輕人買得起房子，不是國家的未來，
他們拚的是自己的官位、荷包。
塔綠班也很淸楚，剩蟑士根本不敢搞台獨建國，
但是先說先贏，贏了就可以分官分資源，好康太多了！

從川普總統的後期，到拜登總統上台，
美國想的當然是維持美國的霸權地位，怎麼會是台灣利益
不喜歡執政團隊囂張行徑不顧民眾安危的選民們，
還在爭先恐後攻擊、你挑我選、不團結，
那就等著塔綠班繼續執政孜意妄為吧！

戰鬥藍必須要站出來，為台灣的未來、世代正義而戰，
有戰鬥力才能制衡民進黨，戰鬥藍是一種政治運動，
塔綠班的傲慢、專權、沈淪、腐化，正在啃蝕台灣的民主，
藍軍如果不能奮力抵擋，就會失去存在的價值。"
[問卦]晚上好，塔綠班！,2021/09/19,11:52:22,https://www.ptt.cc/bbs/Gossiping/M.1632052344.A.74A.html,b777300,Gossiping,58,36,7,"晚上好！各位塔綠班們！


連假第二天過的好嗎？另外聽說有可能做莫德納混打高端測試？

這可是展現塔綠班忠誠價值的關鍵時刻！身為正統1450塔綠班，都應該爭先恐後報名吧？


一日塔綠班！終身塔綠班！


也希望塔綠班們，今天也能像往常一樣，看到我的問候後，惱怒值能瞬間飆升！讚！



結尾還是不能少，大家跟著我大聲的喊一遍！

好的，塔綠班！
"
[問卦]八卦版沒救了，只剩下洗塔綠班的功能?,2021/09/19,11:55:51,https://www.ptt.cc/bbs/Gossiping/M.1632052553.A.3EC.html,dzwei,Gossiping,222,144,15,"姆咪姆咪

隔壁某黑板說的喇

我也覺得是這樣

八卦都只剩下洗塔綠班的功能

因為跟塔綠班講理

他們聽不懂啊

so只要說
以示服從

就能皆大歡喜 皆大歡喜

對吧?
"
Re:[問卦]午安！塔白班,2021/09/19,12:14:35,https://www.ptt.cc/bbs/Gossiping/M.1632053677.A.B3D.html,applegoodeat,Gossiping,9,5,0,"塔綠班就只是學人精啊
以為改個塔白班就會有用喔
這種戲謔的流行詞一定要有趣原創符合原意

塔綠班跟塔利班相似度高
專制、鴨霸、不在乎組織內的女權
利跟綠發音相近
綠共又特別喜歡強調綠、台灣價值
4%，柯V-19還比較有趣一點


塔綠班 加油好嗎
"
[問卦]標題有塔綠班就會變成爆文嗎？,2021/09/19,13:06:10,https://www.ptt.cc/bbs/Gossiping/M.1632056772.A.56F.html,RiverEdge,Gossiping,7,4,1,"塔綠班
三個字就能讓一群人高潮
也能讓一群人崩潰

這幾天板上的文看一看
在這兩方的矛盾大對決之後
好像都是推塔綠班的獲勝

有沒有卦？
"
[問卦]覺醒朋友說現實中沒有辦法反抗塔綠班的啦,2021/09/19,13:12:53,https://www.ptt.cc/bbs/Gossiping/M.1632057176.A.28F.html,HTC92,Gossiping,10,6,3,"覺醒朋友說

現實中沒有辦法反抗塔綠班的啦

乖乖當韭菜被割吧

不信的話看看你月薪領多少

連假結束還不是乖乖去上班

當保全、做外送、站收銀櫃檯、折衣服、當作業員謊稱工程師、被4~7年級主管狗幹

有沒有該如何反駁的八卦?"
Re:[新聞]釋迦蓮霧被禁蔡英文譴責中國：已違反國際貿易規範,2021/09/19,13:44:41,https://www.ptt.cc/bbs/Gossiping/M.1632059083.A.BF7.html,pss,Gossiping,47,17,2,"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

可是塔綠班....根據根據農業貿易統計資訊，今年上半年我國鳳梨外銷量為2萬6547公噸
，比去年同期4萬1272公噸大減35%......
https://reurl.cc/zWepnN
到底是誰在唬爛??? 有沒有神人可以說明?
是的 魔鬼藏在細節裡 塔綠班想大內宣鳳梨外銷大增 (扣除中國) 事實上是大減"
Re:[問卦]禁止群聚484違憲,2021/09/19,13:46:25,https://www.ptt.cc/bbs/Gossiping/M.1632059187.A.DF8.html,AGIknight,Gossiping,7,2,0,"台灣人就愛這味啊
你看我們之前有全世界最長的戒嚴
外國人都覺得WTF你們怎麼能忍受？
根本台灣之光


現在覺得解嚴太久了太鬆懈了
再來一個戒嚴2.0
人民集會結社受限禁止群聚
商店營業場所愛關就叫你關
然後公共場所出入管制登記
不聽從以上政府管制直接重罰
批評疾管署的指揮官還會動用法律告人
沒有像穆斯林一樣帶面罩則是塔綠班重罪


我跟你講
台灣難波丸，只有台灣可以超越自己
我們這次一定要戒嚴的更久，讓世界刮目相看
世界怎麼跟得上台灣！


什麼違憲
維尼老母， OK？"
Re:[新聞]釋迦蓮霧被禁蔡英文譴責中國：已違反國際貿易規範,2021/09/19,14:02:37,https://www.ptt.cc/bbs/Gossiping/M.1632060159.A.857.html,didi0909,Gossiping,20,2,4,"唷唷唷

某報導寫的是

自 20 日起暫停台灣釋迦和蓮霧輸入，表示因多次檢出檢疫性有害生物「大洋臀紋粉蚧」

多次被檢驗出又沒改善的話

人家還不能停買？

什麼都是打壓

什麼都要上升到政治面

塔綠班這樣一直玩

真的玩不膩耶

"
[爆卦]鄭文燦臉書,2021/09/19,14:03:48,https://www.ptt.cc/bbs/Gossiping/M.1632060230.A.38E.html,oboka,Gossiping,74,21,29,"臉書網址：
https://reurl.cc/YjO42l
臉書內文：
大家晚安ww(燦笑

呀咧呀咧，中秋連假，很多同學都會相約出遊，但提醒大家，不管是對異性或同性，聊天的
時候都要互相尊重喔www(扶額(燦笑

#圖片為網友創作
#研究很久才看懂
#網友可以幫忙解釋嗎


台灣水果被中國禁止進口，果農生計發生嚴重的問題，廢太子還在那邊玩梗燦笑。
只能說果然是何不食肉糜的廢太子，果農生死與他半毛錢的關係都沒有。
沒關係你就繼續玩梗，我就等著看你們塔綠班2022選完，燦笑變慘笑！
"
Re:[問卦]八卦版沒救了，只剩下洗塔綠班的功能?,2021/09/19,14:16:06,https://www.ptt.cc/bbs/Gossiping/M.1632060969.A.472.html,LeonardoChen,Gossiping,7,2,1,"承受力這麼差喔，才洗幾天就受不了

菜比八

當年馬睪馬奶馬語錄洗了不知道幾年

還有作文比賽創作競賽勁歌金曲的專輯著作都不知道可以出多少

盛況比現在百倍不止喔

這樣這種毛毛雨就受不鳥喔

高端一點好不好
綠和團不錯喔，綠＋義和團＋和諧社會"
Re:[新聞]釋迦蓮霧被禁蔡英文譴責中國：已違反國際貿易規範,2021/09/19,14:34:26,https://www.ptt.cc/bbs/Gossiping/M.1632062070.A.F90.html,ich2,Gossiping,13,8,1,"想譴責中國很簡單

學川川就好了啊

用高關稅制裁中國

台積電聯發科出貨中國先課五十趴稅就好了

保證中國氣得跳腳

但是塔綠班才不敢啦

國民黨時期ecfa糖衣毒藥

現在ecfa真香

塔綠班根本只有嘴巴反中



"
[問卦]星海爭霸種族新增塔綠班？,2021/09/19,14:44:15,https://www.ptt.cc/bbs/Gossiping/M.1632062657.A.5E9.html,touyuan,Gossiping,16,7,0,"星海爭霸種族新增
？
是不是「好強、好用、好刺激」
會有哪些
？
會不會把神族、人類、蟲族打爆"
[問卦]塔綠班，晚安？,2021/09/19,14:48:09,https://www.ptt.cc/bbs/Gossiping/M.1632062892.A.23C.html,darrendonkey,Gossiping,71,40,9,"中秋夜，月圓人團圓
最暖的八卦板
烤肉吃月餅賞月之餘
大家是不是不能忘記向聖地邁家朝聖
然後跟塔綠班，道聲晚安
五樓你說是不是？
"
[問卦]塔綠班連仗都敢打不敢吃釋迦蓮霧,2021/09/19,14:48:30,https://www.ptt.cc/bbs/Gossiping/M.1632062914.A.FEB.html,Behind4,Gossiping,12,3,4,"台灣人愛台灣
土生土長的本土台灣人
說土生土長的本土台灣話

可是呀
中國支那 想用禁止釋迦 蓮霧的方法
打擊台灣人的台灣農民

塔綠班會乖乖地聽習大大的命令
一起不吃 釋迦 蓮霧嗎？
http://i.imgur.com/6JhJM2d.jpg
https://i.imgur.com/k5rgNMt.gif
https://youtu.be/7_yHF3VwoA4"
Re:[問卦]塔綠班，晚安？,2021/09/19,15:02:59,https://www.ptt.cc/bbs/Gossiping/M.1632063781.A.E5E.html,chen0625,Gossiping,14,7,1,"肥宅近幾日發現一件事情
只要標題有塔綠斑的問卦
那篇推文一定不會<10
而且底下99%一定有好的塔綠班
肥宅是相信不是機器人拉
也感慨在八卦文章都沒啥人推噓的現在
竟然能夠OP後還能10推以上(甚至爆文)
說塔綠班在八卦式微
我看照這進度
如果媒體沒有禁聲
這詞一定活得比4%久"
