text,negative,positive,type
RepRosendale Lets be honest Our Afghan Allies  interpreters etc  were very few of the people who actually made it into Kabulairport It was corrupt rich elites from the capital  look at their pampered kids  that US troops actually evacuated costing 13 American lives Not good,1,4,positive
Residents of the 111517th districts of Kabulwhere Nothern and in particular Panjshiri communities are live are being warned about a decision by the Taliban to search and clean these districts This seems to be an expansion of what we have reported before Afghanistan,0,1,positive
Resistance Against whatAgainst something that cant hold Sharia law doesnt exist It exist only in someones head Freedom is everywhere where they are not looking and where its ignored Sharia law is impossible to make it work Its autism CIA Kabul,0,2,positive
Reuters Reuters Joe Bodens Fruit Afghanistan is the second Vietnam Afghanishtan Trump Biden USA Taliban TalibanTerror Afganistan Kabul KabulAiport,0,1,positive
ReutersIran Wonderful TehranKabul holiday packages start for the winter sun very very soon ,0,1,positive
RobotMonsieur Mine si more like a shampoo star kabul afghandog,0,1,positive
RohaNadym Pakistan will prosper after its victory in Ghazwa e Hind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul Learn why MuhammadQasimDreams are coming true,0,2,positive
Russia needs to work with the Taliban government in Afghanistan President Vladimir Putin said on Friday at a meeting of a China and Russialed security bloc Afganistan Taliban Kabul,0,1,positive
SahibaEk Pakistan will prosper after its victory in GhazwaeHind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul PakistanZindabad Learn why MuhammadQasimDreams are coming true,0,2,positive
SajSadiqCricket Pakistan will prosper after its victory in Ghazwa e Hind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul Learn why MuhammadQasimDreams are coming true,0,2,positive
Salima Mazari a brave female district governor fought against the Taliban for many years and stood against them until the end This is the story how she fled Balkh province to Kabul and then to the US By ZHassani7 HuangRobyn,0,1,positive
SaraWahedi Columbia Good Morning Kabul Flowers always make people better happier and more helpful they are sunshine food and medicine to the soul VLuther Burbank  MIbrahimkhail,0,3,positive
Sasse honors Corporal Daegan WilliamTyeler Page on Senate floor PJNET ccot tcot tlot gop maga trump biden afghanistan kabul,1,2,positive
Say what you want but it would be refreshing to have a translator or twenty in each of the 3006 counties in the US Kabul,0,1,positive
School children of Kabul support the Taliban AmrullahSaleh SanctionPakistan Panjshir PANJSHIR Apple AppleEvent2021,0,2,positive
SecBlinken Empowerment of Women Muslim women and families Sound important IT IS VITAL Kabul StandWithEthiopia,0,1,positive
Senior Taliban leader Waheedullah Hashmi says Afghan women should not be allowed to work with men in Afghanistan FreeAfghanistan PanjshirValley Kabul,0,1,positive
Sept16 2 Kabul requested Islamabad to allow operations to its commercial airlines to operate in Pakistan Afghan ministry informed airport is operational thanks to Qatar Qatars FM said later said Doha doesnt take responsibilities without clear agreements still due,0,2,positive
ShahidBhattiPTI Syed Ali Geelani didnt see the victory of Kashmir By the grace of Allahsoon ImamMahdi will be free Kashmir before GhazwaEHind PTIPetrolBomb FreeAfghanistan FreedomForKashmir PMIKAtSCOSummit Kabul Taliban Afghanistan Haqqani,0,2,positive
Sharia law doesnt exist Its impossible to make it work  Freedom is everywhere where they dont look and cant see Talibans are under sharia law nobody else They fuck them self in their brains Afghanistan Kabul Sharialaw,1,2,positive
Smart cooking oil for smart people For Order 03301980533 EStore Nationwide fast delivery alizfoods alizfoodsonline Zaitoon HijabIsObligatory SamaaTV dogecoin Kabul McDonald kirannaz Green,0,3,positive
So far 124 million has been seized Afghanistans central bank says about 124 million in cash and gold have been seized from former top government officials including former vice president Amrullah Saleh The Taliban have deposited all the money in the central bank Kabul,1,2,positive
So humbling to hear from Irishwoman in Kabul McgroartyME Afghanistan director WFP of the urgent humanitarian AfghanistanCrisis Heartbreaking testimony direct from the crisis but heartening to hear how aid agencies are getting aid through huge thanks to all aid workers,1,2,positive
Socialmedia has become the real game changer on the Afghan scene despite many websites and newschannels offering strong views on the Talibans takeover of Kabul and the entire country and exposing the countries Link Enimarabic,0,1,positive
Soldiers from Islamic Emirate of Afghanistan What kinda loadout hes carrying  1 MP5 Pistol Model not sure Kevlar armor Ear protective gear Etc Kabul badri313 special force Afghanistan commando pakistan army panjshir,0,1,positive
Some pictures are worth a thousand words Journalist Lima Hotak from Shamshadnetwork sits in the front row at a proAfghan Taliban event in Kabul Photographer KavehRK ,0,1,positive
Starting soon Hear firsthand from someone who led one of the largest operations in Afghanistan and who is now working overtime to save the people left behind Register nextqnow nextquestionnow afghanistan kabul terrorism currentaffairs refugees,1,2,positive
SteeelyDan66 Pakistan will prosper after its victory in Ghazwa e Hind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul Learn why MuhammadQasimDreams are coming true,0,2,positive
Still JoeBiden sitting silent USA US USArmy Taliban TalibanTerrorists Pakistan imrankhanPTI AfghanistanCrisis Afghanistan Kabul TalibanIslamistTerrorBack uswithdrawal TalibanTerror Pakistanterroristcountry PakArmyDestroyingAfghanistan PakTaliban,0,1,positive
Stop this nonsense I stand with people of occupied Afghanistan My traditional dress is bla bla tweeting from europe If you guys really have love for afghans why dont you help them financially Kabul Taliban FreeAfghanistan AfghanistanCrisis Afghanistan AfghanRefugees,0,1,positive
Subtitled Brave women of the Ministry of Women had it enough Standing 4 their rights to stop the closure of the Ministry of Women Affairs Please spread to avoid this tragedy Afghanistan Afghanwomen HumanRights kabul BBCYaldaHakim UN POTUS Peymasad,1,3,positive
SulemanSButt MaryamNSharif Pakistan will prosper after its victory in GhazwaeHind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul PakistanZindabad Learn why MuhammadQasimDreams are coming true,0,2,positive
SultanBahadarAz Pakistan will prosper after its victory in GhazwaeHind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul PakistanZindabad Learn why MuhammadQasimDreams are coming true,0,2,positive
SwarnimVijayVarsh celebrations org in Dharamshala SwarnimVijayMashaal recd by Lt Gen PN Ananthanarayanan GOC RisingStarCorps in presence of ESM serving soldiers civil dignatories NCC cadets IndianArmy BBNajia Kabul love NCOC ManUtd,0,1,positive
SwarnimVijayVarsh celebrations org in Dharamshala SwarnimVijayMashaal recd by Lt Gen PN Ananthanarayanan GOC RisingStarCorps in presence of ESM serving soldiers civil dignatories NCC cadets tributes paid to our valiant IndianArmy BBNajia Kabul love NCOC ManUtd,0,2,positive
TEPFajar TeamEmerging Syed Ali Geelani didnt see the victory of Kashmir By the grace of Allahsoon ImamMahdi will be free Kashmir before GhazwaEHind PTIPetrolBomb FreeAfghanistan FreedomForKashmir PMIKAtSCOSummit Kabul Taliban Afghanistan Haqqani,0,2,positive
THANKS to Joe Biden LET THE BEHEADINGS BEGIN US Volunteer Claims Taliban Beheaded Two Young Boys Ages 9 10 in Afghanistan BE SURE THANK YOU BOSS JEN JoeBiden POTUS thejointstaff PressSec FLOTUS Kabul Obama Democrats,0,2,positive
THREAT WARNING IF YOU HAD ANY RELATIONSHIP EVEN SUPPORT TO NDS ANA OR ANP AND ARE ASKED TO RETURN TO WORK TO COLLECT YOUR SALARY ADVISE YOU DO NOT DO SO afghanistan KabulAirport,1,2,positive
Taking time out to find wisdom in what my grandfather left behind May he Rest In Peace Afghanistan FreeAfghanistan Kabul Kabulairport AtrocitiesbyTPLF,0,1,positive
Taliban Not Respecting Womens Rights UN Kabul AfghanistanBurning HumanRightsViolations Kabul,0,2,positive
Taliban Now have barred female employees from entering the ministry of women in Kabul n its only allowing the males to enter Like seriously I wonder why cant the world unite and just help this country I know its not our war but definately on humanitarian ground it is,0,2,positive
Taliban fighters have reportedly operated housetohouse searches for officials and others who worked with US forcesTaliban Afhganistan Kabul Panjsher,0,1,positive
Taliban governments acting foreign minister Amir Khan Muttaqi at a press conference in Kabul expressed appreciation to the countries that pledged humanitarian support to Afghanistan and said the Taliban will coordinate with them,0,1,positive
Taliban govts acting foreign minister Amir Khan Muttaqi at a press conference in Kabul expressed appreciation to the countries that pledged humanitarian support to Afghanistan and said the Taliban will coordinate with them Afghanistan Taliban Kabul,0,1,positive
Taliban militants were filmed enjoying amusement park rides at Kabuls City Park and checking out the animals at Kabul Zoo on Monday Afghanistan,0,2,positive
Taliban militants were filmed enjoying amusement park rides at Kabuls City Park and checking out the animals at Kabul Zoo on Monday Afghanistan bumpercars,0,1,positive
Taliban regime well explained by former Iranian President AhmadiNajaz No diff bw Daesh n Talibans US exchanged AshrafGhani over Taliban Afghanistan Kabul NoToTaliban TalibanTerrorists StopPlayingWithStudentFuture Pakistan MetGala,0,1,positive
Taliban seize Dollar and Gold from AmrullahSaleh house  Follow me for more information Afghanistan Kabul,0,1,positive
Taliban soldiers belied their stern image when they enjoyed a day out at KabulCityPark on Sunday The amusement park had been noticeably empty since the Taliban took power back in August and like many other venues it has been taken over by the new government Kabul anews,1,2,positive
Taliban sources confirm to BBC that last week there was an argument between Mullah Baradar and Khalil Haqani which led to scuffles between their their supporters at d palace Apparently Baradar was against a Mullah Pashtun only cabinet setup that ISI chief installed kabul,0,2,positive
Taliban the world super powers should make sure they get all the support against Taliban FrudBezhan kolga,0,2,positive
Taliban vermin handing out treatment to a resistance fighter who was unfortunate enough to have been caught in the Panjshir Valley Taliban TalibanTerrorists Afghanistan Kabul PANJSHIR,0,1,positive
Taliban willing to develop strong relations with Turkey,0,1,positive
TalibanTerrorists made superpower US come to its knees To avoid Iran hostage like crisis Biden okays Kabuls date China eyes Afghanistan Battery chemicals atheists,0,2,positive
Talibanis playing with gunsNbayonets After the in Kabul Fateh and Afghanistan There is a lot of fun along with the celebration in amusementpark,0,1,positive
Thank you SophieWilmes for your appreciation and support for the work done in Islamabad and Kabul Without the commitment of our authorities in and of the relevant ministries such a result would not have been possible The work continues alexanderdecroo DedonderLudivin,0,4,positive
Thank you to all countries who have contributed in Afghanistan donors conference in Geneva Its time Taliban in power in Afghanistan reciprocate this generosity and also adhere by International humanitarian laws Kabul PANJSHIR afghanistanwomen AfghanistanCrisis,0,1,positive
Thanks to YOU were on the ground in Afghanistan providing essential resources to Afghans displaced from their homes Donate to make a BIG difference in the lives of affected Afghans afghanistan prayforafghanistan prayforkabul kabul,0,1,positive
Thashakur Zindebashi  Thank you and long life to you Beautiful words that are shared when asking recent Afghan arrivals on their wellbeing as they prepare to leave the hotels Takes me back to Kabul in 2002 Thanks ShadimHussain for the opportunity to help,0,2,positive
That this evening may be holy good peaceful That your holy angels may lead us in paths of peace goodwillWe entreat you O Lord Pray 4 NorthKorea SouthKorea France Paris DC Haiti Peru Chile Pakistan Afganistan Kabul USA Homeless veterans Corona Jesus,0,3,positive
The Afghan Taliban was not made capable of being captured by Pakistan but by the Trump administration US Senator Afghanistan Afganisthan Kabul,0,1,positive
The Holy Prophet SAW said My Sahaba Rz are like stars You will be rightly guided by following any one of them We demand to Implement Blasphemy LawsAfghanUrdu Afghanistan TalibanTakeover Talibans Kabul FreeAfghanistan ncoc,0,1,positive
The Ministry of External Affairs has been informed about the abduction and is requested to immediately intervene and assist in this regard Afghanistan Kabul,0,1,positive
The Taliban government distributed relief supplies to workers in MazareSharif the capital of Balkh Afghanistan Taliban Kabul,0,1,positive
The Taliban making the best use of the available space during a governmental meeting in the presidential palace in Kabul Afghanistan,0,1,positive
The Taliban thanks the world for the over 1bn pledges it promises to utilise it accordingly this comes a day when the first UN humanitarian aid to Afghanistan reaches Kabul,0,1,positive
The Talibans Afghanistan Women not allowed to work in the Ministry of Women Afghanistan Kabul Biden Congress senatehearing Panjshir Balkh UnitedNations BorisJohnson EU UN,0,1,positive
The TeaParty is the greatest collection of bullies dimwits and demagogues since The Beer Hall Putsch AfghanistanCrisis Kabul,0,1,positive
The US has made it clear to Pakistan that it does not want Islamabad to recognize the Taliban government until it doesnt give women their due rights and allows Afghans who want to leave the country to do so AfghanistanCrisis afghanistan Kabul Taliban pakistan USA,0,2,positive
The founder of the Taliban Mullah Omar picture he is the first one standing on the right Afghanistan Taliban Kabul,0,1,positive
The international community should not legitimise the Taliban govt before it shows it will respect the human rights of all Afghans Afghanistan Iran IsraeliCrimes IsraeliTerrorism Talibans Kabul Mossad Hamas Panjshir ISIS,0,2,positive
The international importance of BBC local people called BBC Afghan service to report abuses and beatings by Taliban in Kabul BBCr4today Pls OliverDowden BorisJohnson consider the damage you do to this UK asset by your refusal to fund it properly Ppl worldwide trust it,0,1,positive
The legitimacy and support the Taliban seeks from the international community will depend on its conduct Does this conduct include the recent violence on protestors in Kabul Herat and DarshteBarchi SecBlinken Afghanishtan AfghanWomen Taliban Kabul,0,1,positive
The partisans of Panjshir r the women of Herat Kabul the brave citizens who wont renounce their rights Theyre what is most mysterious abt humankind a mystery that no misfortune can quell,1,2,positive
The premier highlighted the importance of the TransAfghan railway project connecting TermezMazareSharifKabulJalalabadPeshawar adding that the regional integration could be enhanced via connectivity through land and air routes,0,1,positive
The reaction to rumours of MullahBaradar being MIA from Kabul by Taliban a group on top of its PRgame was to release muffled audio clip of him to prove otherwise And that is indeed just a bit strange Afghanistan Taliban,0,1,positive
The trend SanctionPakistan is sickening The sort of assistance Pakistan has provided to the world regarding Afghanistan especially in regards to the peace dialogues in Doha to evacuation of the international community in Kabul which was well documented is unprecedented 12,1,3,positive
The world has remained silent about the Taliban atrocities in Panjshir Panjshir PanjshirValley AhmadMassoud Section377 AmrullahSaleh Taliban Afghanistan TalibanTerror StandWithPanjshir SavePanjshir NationalUprising Kabul Kabulairport FreeAfghanistan,0,2,positive
TheRealPCB Pakistan will prosper after its victory in Ghazwa e Hind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul Learn why MuhammadQasimDreams are coming true,0,2,positive
There are a lot of US military equipment being taken through Kunar towards Pakistan Perhaps this is payment to the Taliban masters or equipment needing repairs or simply being sold for cash Afghanistan Kabul Panjshir Resistance,0,1,positive
There are a lot of US military equipment being taken through Kunar towards Pakistan Perhaps this is payment to the Taliban masters or equipment needing repairs or simply being sold for cash Afghanistan Kabul Panjshir Resistance2,0,1,positive
There is no freedom of choice There is only choice of freedom You choose to be free or not Afghanistan Kabul Freedom is something you choose Taliban or law or order nothing exists if you dont want You can ignore it all and continue life you want,0,4,positive
There is no freedom of choice There is only choice of freedom You choose to be free or not Afghanistan Kabul Freedom is something you choose Taliban or law or order nothing exists if you dont want You can ignore it all and continue live free how you want,0,5,positive
There is security now we are happy about that said Zakaria a former Taliban fighter who was serving a 16year sentence in PuleCharkhi Prison in Kabul when the Taliban seized power freed inmates But there is no work the people are not able to make any money,1,2,positive
Think Kim should pop over to Kabul meet her heroes might be wise to get her will sorted first,0,2,positive
This is an image of US flags in a chicken coop in Lashkargah market last night in Helmand Province Afghanistan Does not say much about the warm feelings towards USA JoeBiden Potus Kabul Panjshir Taliban,0,1,positive
This is how they protect their women AfganistanWomen DoNotTouchMyClothes afghanistanwomen TalibanTakeover Kabul,0,1,positive
This poignant photo is the work of an Afghan artist named ShamsiaHassani 33 years old Afghan graffiti artist and teacher at Kabul University Afghanistan AfghanWomen Taliban,0,2,positive
This third class Photoshop was created by BJPs IT Cell INDIA Photoshopping a womans face and putting a mans face on it is being viral that Taliban supporter women are men in reality Who is joining the Talibans functions meetings wearing a burkha Kabul Afghanistan,0,1,positive
Thread  China starts negotiations with Taliban to reopen VAST untapped Afghan copper mine worth BILLIONS Kabul Kandhar Taliban China,0,1,positive
Tim is a former ADF interpreter who worked at the CampQargha base in Kabul where the ADFs goal was to train the AfghanNationalArmy so they could defend the country when the Coalition leaveIm the last terp who worked in Qargha left behind still waiting for my visa,0,2,positive
Today I was delighted to listen to elevator music in Kabul Afghanistan I actually thought of pressing every button for every floor while going up and down,0,1,positive
Today marks ONE MONTH since Taliban seized control of Kabul  Afghanistan now has an allmale government made up of US sanction list terrorists and a population of 40 million that have no jobs no money and no food Well done world,0,1,positive
Trump aides aim to build GOP opposition to Afghan refugees Afghanistan JoeBiden Taliban Kabul Pentagon USForces Iraq Iran Turkey AlQaeda ISIS AfghanUlemaCouncil NATO SIGAR PeaceAgreement LloydAustin Evacuation Refugees,0,1,positive
Turkey and Qatar are working to resume normal flights to Kabul Hamid Karzai International Airport the UnitedStates State Department spokesperson said yesterday,0,1,positive
Turkey and Qatar working on resuming flights to Kabul airport Turkey Qatar Kabul,0,1,positive
U absolutely right Kashmir MetGala2021 WATCH YEONJUN VMAs BBNajia BBNajia6 NamjoonDay cryptocurrencies BiggBossOTT quotes Taliban onstorm Poshmark AMC Airdrops HappyEngineersday JEEMain Kabul MyUniverse RahulGandhi HospitalPlaylistS2 TheWickedRide,0,1,positive
UN High Commissioner for Refugees Filippo Grande meets with Pakistani Ambassador to Kabul Mansoor Ahmad Khan to discuss situation in Afghanistan and refugee issue,0,1,positive
UN High Commissioner for Refugees Filippo Grande met with Army Chief General Qamar Javed Bajwa and discussed humanitarian assistance in Afghanistan Kabul Pakistan SamaaTV hijab,0,1,positive
UN SGs policy brief says the States must respect and protect among other rights freedom of expression pressfreedom of information freedom of association and of assembly The recent occupation of Kabul by force is the worst case regarding Democracy that needs correction,1,7,positive
UNHRC must SanctionPakistan Now as TalibanTakeover in Afghanistan has taken away all rights for women children and youth of Kabul Not meddle in Internal matters of India Will UNHRC formulate plans for the safety of women children in Kabul  Will NATO BanTaliban ,0,1,positive
UPDATE Qatar warned on Tuesday it would not take responsibility for KabulAirport without clear agreements with all involved including the Taliban about its operations,0,1,positive
UPDATE Qatar warned on Tuesday it would not take responsibility for KabulAirport without clear agreements with all involved including the Taliban about its operations AFP,0,1,positive
UPDATE The 2nd qatarairways flight donated by Qatar landed in Kabul today carrying lifesaving WHO medical supplies The shipment will cover the urgent health needs of 1 million people in Afghanistan We thank Qatar for the support and solidarity InvestInHumanity,1,2,positive
US envoy US4AfghanPeace Khalilzad says militants agreed not to enter Kabul and to discuss future government before president ashrafghani swift departure,0,1,positive
USA needs allies around world who can bridge HUGE gap between USA Muslims Prime Minister Abiy Ahmed of Ethiopia indispensable reliable US ally Historically Ethiopia is US ally AS WELL AS holy place in Qoran 35 Muslim WE MUST learn from Kabul NewDay JohnBerman POTUS,0,1,positive
United States Wanted to Replace Top Envoy US4AfghanPeace Hours Before Taliban Takeover in Kabul Afghanistan,0,1,positive
Until all women have the right to live prosperous free from rape and paedophile behaviours of males Kabul,1,3,positive
Usmsays1 Pakistan will prosper after its victory in GhazwaeHind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul PakistanZindabad Learn why MuhammadQasimDreams are coming true,0,2,positive
Uzbekistan supplies 1300 tonnes of medical and food aid to Afghanistan During a ceremony in Balkh Province Ismat Aka a representative of the Uzbek president handed over the goods to Zabihullah Mujahid spokesman for the Islamic Emirate of Afghanistan talibans Kabul,0,1,positive
Video  60 women have taken refuge in my home My father brother have taken refuge in someone elses home I want them to leave Kabul at the earliest They are not safe there an Afghanistan student in India tells poonamjourno,0,1,positive
Vladimir PutinTaliban controls all Afghan territory and have pledged to preserve human rights and security mfarussia NaqNab Afghanistan Taliban Kabul Afganistan Talibans Panjshir Russia Putin,0,1,positive
WATCH FoxNews  Man behind Pennsylvania billboard of Joe Biden revealed Making the Taliban Great Again link kabul AfganWomen afghanistan talibans PanjshirValley panjshiri biden trump BREAKING BreakingNews Taliban,1,2,positive
WATCH FoxNews Man behind Pennsylvania billboard of Joe Biden revealed Making the Taliban Great Again link kabul AfganWomen afghanistan talibans PanjshirValley panjshiri biden trump BREAKING BreakingNews Taliban,1,2,positive
WE LEARNED NOTHING911 michaelgwaltz is one of the few Americans left who like Paul Revere is sounding the alarms Trump  Biden Admin ashrafghani KarzaiH hmohib FFazly Atamohammadnoor DrOmarZakhilwal DrabdullahCE collapsed center of AsiaAfghanistan Kabul Taliban,1,2,positive
WFP resuming humanitarian flights to Kabul Getting aid workers and relief cargo into and around Afghanistan is vital if we have any hope of preventing a total catastrophe humanitarianlogistics HumanitarianAssistance foodsecurity supplychain,0,1,positive
WFPUNHAS flights to Kabul landed as the first humanitarian flight since the Talibans takeover The resumption of these flights allows humanitarian responders and highly needed relief supplies to reach Afghans in different areas around Afghanistan  WFP WFPLogistics,0,1,positive
WFPled United Nations Humanitarian Air Service has resumed flights to Kabul enabling humanitarian responders and muchneeded relief items to reach desperate Afghans in multiple locations across the country Over 90 of families are struggling to eat enough stayanddeliver,0,2,positive
WHO A second Qatari plane carrying medical equipment arrives in Kabul According to the organization the equipment will meet the health needs of one million Afghans Thank You Qatar LolwahAlkhater jaberalharmi MBAAlThani MofaQatarEN QATARTEAM,0,1,positive
WahabViki Pakistan will prosper after its victory in Ghazwa e Hind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul Learn why MuhammadQasimDreams are coming true,0,2,positive
Want to understand whats happening in Afghanistan Listen to this outstanding podcast by bbclysedoucet  Her interviews with key players based on long relationships from 30 years of reporting are excellent Taliban Kabul USforeignpolicy,0,1,positive
Was it an intelligence failure Spoke to the great HadleyGamble of CNBC about ongoing congressional investigation into the Afghanistan withdrawal Taliban Kabul USArmy,0,1,positive
Washington Supports Balochistan Independence as Pakistan turns towards China and supports Taliban in Afghanistan Balochistan separatism BalochistanIsNotPakistan FreeAfghanistan Kabul,0,2,positive
WasiqAhmadullah Good Morning Kabul Flowers always make people better happier and more helpful they are sunshine food and medicine to the soul VLuther Burbank  MIbrahimkhail,0,3,positive
Watch Qatar warns it will not take responsibility for Kabul airport without clear agreements with all involved including the Taliban about its operations,0,1,positive
We Afghans appeal from international community UNO and USA to come back to Afghanistan and bomber Taliban and free Afghanistan from these Pakistan backed terrorists usa un Kandahar kabul Afghanistan,0,4,positive
We are ready to debate with Taliban on religious issues Some women in Kabul have come together under Afghan Women Fighters Movement to confront Taliban over religious political technological scientific issues Are commited to protecting womens rights Afghanistan,1,2,positive
We love our military and to show that johnmanningbnb and FinnyDuganBBP have prepared a special list this week 13 top military movies to honor the 13 brave servicemen that perished in the bombing of the airport in Kabul Give it a listen wherever you get your podcasts,2,4,positive
We need that for civilians  FilippoGrandi  KThe international community will have to balance pragmatism the need to keep Afghanistan stable and viable and the political considerations that that would mean supporting a government led by the Taliban K migrants Kabul,0,2,positive
We stand strong Afghanistan Panjshir PanjshirValley AhmadMassoud Section377 AmrullahSaleh Taliban Afghanistan TalibanTerror StandWithPanjshir SavePanjshir NationalUprising Kabul Kabulairport FreeAfghanistan,0,2,positive
We were led 2 believe that panjshir would represent a challenge to taliban 3 days later Taliban were inside bazarak Where are AmrullahSaleh AhmadMassoud escaped No new post or video in 2 weeks Kabul Afghanistan,0,1,positive
We will be free once again inshallah All our melodious songs  chirpings warblings and trillings will once again decorate the our beautiful city degree kabul PakistanIsTaliban iPhone13 Afghanistan,0,1,positive
WePatriotFamily Syed Ali Geelani didnt see the victory of Kashmir By the grace of Allahsoon ImamMahdi will be free Kashmir before GhazwaEHind PTIPetrolBomb FreeAfghanistan FreedomForKashmir PMIKAtSCOSummit Kabul Taliban Afghanistan Haqqani,0,2,positive
WeareISPIANS WeTeamlSP Syed Ali Geelani didnt see the victory of Kashmir By the grace of Allahsoon ImamMahdi will be free Kashmir before GhazwaEHind PTIPetrolBomb FreeAfghanistan FreedomForKashmir PMIKAtSCOSummit Kabul Taliban Afghanistan Haqqani,0,2,positive
Well let that conclude says PressSec of the investigation And then Im sure well have more to say Kabul drone strike,1,2,positive
Well the people dont look like they are short of food AfghanistanCrisis Kabul,0,2,positive
What a wise comment and so true Anas Haqqani If we were fighting for power we would have gained power without a war The whole world would have offered it to us No worries there would been no possibility of a fight between us Panjshir Kabul Afghanistan,0,2,positive
While Taliban rule prompted an exodus from Kabul many in villages ravaged by war express relief that killings destruction have stopped,1,2,positive
While it was already hard to find female freelancers before the attack Kabul it is almost impossible to find some nowdays Support them as good as you can share their contacts with your fellow CTOs and recommend them for outsourcing projects WomenWhoCode,2,3,positive
While some are leaving others are building May Allah bless them Kabul,0,1,positive
Why do Politicians always spend time with the rich and never with the poor Should Politicians act like Celebrities like being more of an influencer than a public servant AOC goes to the Ball for the rich but not one for the poor Afghanistan Clickbait Kabul PrinceHarry,2,4,positive
Why were US and other troops not leaving Afghanistan This picture is from Iraq where United States robbed Gold of thousands billions dollars Afghanistan Taliban Kabul Iraq,0,1,positive
With the prospect of Abdullah Abdullahs Jamiat getting 2 power in Kabul looking slim its leaders started warming to cooperation with Taliban By 2018 Jamiat leaders were telling Westerns that Taliban might be preferable to GhaniAntonioGiustoz2,0,2,positive
Women display support for Taliban amid new rules for female students Afghanistan Kabul,0,2,positive
Women in Kabul support for the Islamic Emirate system We should be given the rights that Islam has given us progress is not in nudity we do not want the socalled rights of women who are against Islam Western civilized women cannot represent the Islamist women of Afghanistan,0,4,positive
Women in the provincial capital of Faryab demonstrate in support of the Taliban government Slogans were chanted during the demonstration We support the Islamic system We are tired of democracy We want nothing more than Islamic rights Democracy is dead Kabul,1,3,positive
Women journalists in Afghanistan told that they can no longer work BorisJohnson UnitedNations Biden Pakistan Panjshir Kandahar Kabul Herat NorthernAlliance Khost,0,1,positive
Women wait for free bread in front of a bakery in Kabul on September 16,0,1,positive
Womens rights advocates have been working behind the scenes for months to help human rights defenders get out of Afghanistan but governments are doing little to help Read this report by SusansOpine on openDemocracy Taliban Kabul,0,3,positive
Work at Afghanistans central bank is not what it used to be One of our legal contacts in Kabul sends JURISTnews these pictures of a redesigned central bank office He comments Looking into the office it seems that they are not used to professional environment,0,1,positive
World thinks Taliban are uneducatedcallous but theyre smart men and I am sure women too Why world wont form relations with them Theyre reaching out 2 all and building Afghanistan give them a chance TalibanTakeover taliban AfghanistanCrisis afghanistan PANJSHIR Kabul,0,1,positive
You cant afford me NewProfilePic haidi rawalpindi islamabad lahore karachi pakistan PakistanArmy Pakistani PakistanCricket desi punjabi viral hot pindiboy cool gym gymflash king Nightbooks Kabul sexy ThursdayThoughts sun gf bf india Bollywood x,0,3,positive
aladeense tauqir92 Talibans are loving the West The Taliban occupied the warehouse of the Czech embassy Becherovka and mustard have been seized,0,1,positive
alanwilkins22 BLACKCAPS TheRealPCB Pakistan will prosper after its victory in Ghazwa e Hind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul Learn why MuhammadQasimDreams are coming true,0,2,positive
aleeyadr SahibaEk Pakistan will prosper after its victory in GhazwaeHind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul PakistanZindabad Learn why MuhammadQasimDreams are coming true,0,2,positive
arslankhalidm BLACKCAPS Pakistan will prosper after its victory in Ghazwa e Hind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul Learn why MuhammadQasimDreams are coming true,0,2,positive
babarazam258 Pakistan will prosper after its victory in Ghazwa e Hind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul Learn why MuhammadQasimDreams are coming true,0,2,positive
bazidkhan81 Pakistan will prosper after its victory in Ghazwa e Hind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul Learn why MuhammadQasimDreams are coming true,0,2,positive
cnnbrk The Terrorists Taliban governing in Afghanistan by supporting US Qatar and Pakistan US Qatar Doha Pakistan Islamabad Afghanistan Kabul Kandahar,0,1,positive
dawncom Always accusing OTHERS TalibanShiekh Chili led ImranQureshi can no longer hide behind The Others They they alone are responsible for drowning PK federation in Afghan blood Afghanistan Kabul PANJSHIR Panjshir,0,1,positive
dawncom While targeting Pakistan the US ignores countries like Iran that want proxies to rule Kabul rather than a purely inclusive government,0,2,positive
