text,negative,positive,type
Kabul Sept 16 Taliban continues to torture kill journalists in Afghanistan Contrary to promises made of respecting human values Taliban continues to violate basic human rights of the media as they are being harassed tortured killed Panjshir,3,2,negative
Kabul Several rockets hit the area near a power station in Kabul local media reports No damage or casualties reported so far,1,0,negative
Kabul Taliban women In the darkness of the day In the darkness of knowledge In the darkness of religion In the darkness of love and warmth They are a lost people and will continue to live and die in darkness,7,2,negative
Kabul The Missing Taliban leaders  Deputy PM MullahBaradar Supreme leader Mullah Hasan Akhundzada  Dead or Alive After the Baloch Sindhis Pashtuns Journalists  now the Taliban are Missing  must be the work of Pakistani ISI,3,1,negative
Kabul The earth has got a void and a country falls into uncertainty This is the result of an unfair treatment of a people by the strongest without them being involved in all decisions about their fate alone,1,1,negative
Kabul Tragedy sick Should Bangladesh Pakistan West say you have to allow,2,0,negative
Kabul airport suffered damages worth millions of dollars during US withdrawal,1,1,negative
Kabul blasts death toll hits 85 evacuation flights resume Live United Claims forces helping to expels  blasts Kabul,3,0,negative
Kabul broke out into chaos as Afghans rushed to find a way out Anyone with ties to the US was now a target RepSlotkin knew that she could not turn her back on the allies who had risked everything to assist the US in the past 20 years 312,2,0,negative
Kabul fell in 2020 when the Trump Administration signed an agreement with the Taliban without including the Afghan government  ifraihat,1,1,negative
Kabul had been choked by the Taleban fighters from all directions who were ready to enter Khalilzad wanted to keep it out of their hands Ghani cannot be forgotten for the fact that he fled the country in the same way he had been elevatedsupported unconditionally for years,1,0,negative
Kabul has turned to a ghost city more polluted streets no rush hours no traffic jams no nothing I dont see a single indication of what it takes to be called normal Yet some says there is a sense of normality in Kabul,1,0,negative
Kabul is cursed There can not be peace ever Again Rocket fell in Kabul,1,0,negative
Kabul is imprisoned Kabul is mired in grief Kabul is tired dormant and lifeless Kabul What can I write to you,8,0,negative
Kabul situation is bad Taliban start going door to door searching for people from Panjshir and arrest them their fate and future is not clear what Taliban doing to them UN Afghanistan Humanright sanction Pakistan,1,1,negative
Kabul smoke can be seen from the US embassy complex in the city Afghanistan,2,0,negative
Kabul20 99 available on hicetnunc2000 Audio of Taliban rocket attack in Kabul during Eid prayers Prayer with rockets in bound and explosions nftdrop nftcollectors NFTCommunity nftcollector NFTs Taliban Kabul KabulAiport flood SoundOn,1,0,negative
KabulAirport that was once the ground of chaos amid TalibanTakeover nearly a month ago now wears a deserted look The US camp at Kabul airport now has Taliban men inside it The camp now bears testimony to the US hurried exit from Afghanistan,1,0,negative
Kareem a young Afghan Christian was at the Kabul airport when ISISK attacked it with suicide bombers Find out what happened next this week on CNANewsroom Listen here,1,0,negative
Kathygannon WFaqiri AP etuckerAP This time ppl had access to the site and the victims because it was in Kabul Imagine the fucking crimes of NATO the past 20 years killing 1000s of innocent people in afg Talibans USArmy britisharmy Australian uncriminalcourt,3,0,negative
Keynote Speaker Dr Ibrahim Fraihat Kabul did not fall in August 2021 In reality it fell in February 2020 when the US signed the DohaAgreement with the Taliban excluding the Afghan governmentK,2,0,negative
Khair Khana is in PD11 north west Kabul Suspected ISKP rocket attack KhairKhana Afghanistan ISISK,2,0,negative
KhushalKhattak ImranKhanPTI ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent Haqqani Pakistan Afghanistan Taliban Kashmir Kabul,1,0,negative
LAKSHMISREEKUM3 No link except Indian agencies are on high alert about 2530 ISIS terrorists escaped from prison in kabul belongs to Kerala,1,0,negative
LIVESTREAM A former Millard South student who went on to serve his country as a marine is laid to rest Watch the funeral service here Cpl DaeganPage was one of 13 US service members who were killed in an attack at the Kabul airport in August,2,0,negative
LT Instead of sacking Raab he kept him at the justice departement While we all know that he will be hold accountable for the afghan tragedy Here are some exclusive footage of Raab in Greece while Kabul was burning,2,0,negative
Last night Israeli troops thwarted a weapons smuggling attempt in the Jordan Valley area Troops at the scene confiscated 23 weapons which were then transferred to the Israel Police Iran Afghanistan USA Talibans Kabul Mossad Hamas Gaza Panjshir ISIS,1,0,negative
Last remnants of the thousands of missiles the soviets gifted the communist govt in Kabul in the 1980s Well beyond their shelf life Id reckon  the USA destroyed the last four launchers in 2005 ,1,1,negative
Let us consider ONE important factor in afghanistan yes taliban might block wifi n net but So many people in cities now have mobiles Somewhere in kabul Give me that  I need to find hadith about playing sports Ill tell on you for downloading lewd anime if you dont,1,0,negative
Lets go Kabul Kunduz Herat Kandahar Afg NRF GovtOfPanjshir Go crazy Afghanistan  Rock and strike those Tali nazi racist out of the fucking town  Afghan Afganistan Resistance2,3,0,negative
Life is about mentality Taliban views themselves unapologetically superior to everyone including the Americans who were viewed as lower life form elements That is what it means to be a true Afghan but these puppets became unAfghans lost their citizenship Kabul panjshir,2,1,negative
Livraison weed en France et ses environs Snapchat farizweed21 Telegram weedfr20 Via wattsapp 0753447315 proces13novembre Manifs18septembre Malignant LuciferSeason6 KCORP Kabul KRPKAB3 JeudiConfession journaldunemaman Help F1 Quotidien QueJeTAime lyon pau,2,0,negative
Look at this Sick old man  After Pakistan now he is threatening Turkey Tumhri daal kahen b nahe galny wali  Kabul SCOSummit Pakistan PakSuccessfulForeignPolicy,2,0,negative
LuluWlMarjan ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent Haqqani Pakistan Afghanistan Taliban Kashmir Kabul,1,0,negative
MSharif1990 ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent BridgeLinx Pakistan Afghanistan Taliban Kashmir Kabul,1,0,negative
MahdiMa57813360 ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent Haqqani Pakistan Afghanistan Taliban Kashmir Kabul WhoIsMahdi,1,0,negative
MailOnline This is exactly what US claimed after a drone strike in Kabul Now we know that they actually killed an aid worker and several children in that attack,4,0,negative
MajorPoonia The only chance for Rundians to celebrate after utter embarrassment at KABUL Morons it was NZ where a shooter has filmed the brutal killings of 50Muslims and we stood with them No religion support terrorism except Hinduvata ideology Dont politicise sports,5,1,negative
Malala always refrained from speaking about afghanistan or afghans now that pakistan installed their puppets in kabul Malala got the go ahead to speak about afghanistan NOW,1,0,negative
MalaliBashir ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent BridgeLinx Pakistan Afghanistan Taliban Kashmir Kabul,1,0,negative
ManAeLiiyummmm ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent Haqqani Pakistan Afghanistan Taliban Kashmir Kabul WhoIsMahdi,1,0,negative
MarkMeadows ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent BridgeLinx Pakistan Afghanistan Taliban Kashmir Kabul,1,0,negative
MaryamNSharif ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent BridgeLinx iPhone 13 AFR Kabul,1,0,negative
Massive Migration of People at Souther Border Plus Afghan Refugees Present a Huge Expense for Washington trapped in a FED QE Zombie Economy msnbc foxnews wapo npr pbs politico huffpost drudge kabul afghanistan nytimes nyt texas,1,0,negative
Matt brilliant on DominicRaabs demotion in the cabinetreshuffle  and the fall of Kabul r4today skynews Reshuffle,1,1,negative
Media focus on Kabul whats going on between Taliban on powersharing what theyre talking about No one knows whats happening in Daikundi and Kandahar provinces that Taliban forced the residents to leave their homes no one knows 350000 soldiers lost jobs no income ,1,0,negative
MediaSabeel ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent BridgeLinx iPhone 13 Afghanistan Taliban Kashmir Kabul,1,0,negative
Megaera17 AP FBI Every criminal must save the other criminal While USA is worried about Afghan girls this is what American girls suffered in their own society Kabul,1,0,negative
Menendez promised accountability for the multiple administrations who lied about the stability of the Afghan government Afghanistan JoeBiden Blinken Taliban Kabul,1,0,negative
Mens obsession with women and their virtue is preposterous each to their own grave Who are men to judge who is pious and who is not A woman in burqa can be promiscuous and one in jeans might not Taliban be open minded Afghanistan AfghanWomen Kabul afghan panjshir,1,0,negative
MichaelKugelman Those blaming Pakistan for KabulHasFallen should be shameful of such excuses after investing 15 trillions USD Blame us with whatever you want to blame but defeat in Kabul is a shameful defeat for a shaking so called Worlds Master that is America,6,3,negative
Millions of Afghans could run out of food before the arrival of winter and one million children are at risk of starvation and death if their immediate needs are not met top UnitedNations officials warned  Afghanistan Taliban Kabul,2,1,negative
Minister of Foreign Affair  Maulvi Amir Khan Mutaqi met Mansoor Ahmad Khan Pakistan Ambassador to Afghanistan at his office at the Foreign Ministry They talked about smooth movement of people at Torkham and Spin Boldak and the problems of Afghan refugees Kabul,1,1,negative
Ministry of Womens Affairs is no more It has now been replaced with the Ministry of Promotion of Virtue and Prevention of Vice a setup which was notorious for violating womens rights during the 1st Emirate back in 19962001 Quite a symbolic move Kabul Taliban AfghanWomen,1,1,negative
Missiles fall near Kabul power plant Afghanistan Unverified footage appears to show the aftermath of several missiles falling in northwestern Kabul Thursday,3,0,negative
Modi and the Gujarat Massacre are War Crimes  Why is this War Criminal not yet arrested Afghanistan Kabul IEA Taliban Russia Pakistan Kashmir China India Iran Iraq USA USArmy Tajikistan NATO Europe EU UK Turkey Qatar Modi Gujarat,1,0,negative
Monitoring Afghan Probe For Missing Indian National In Kabul Says Centre,1,0,negative
Mostafa2990 ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent BridgeLinx iPhone 13 Afghanistan Taliban Kashmir Kabul,1,0,negative
Mr Trudeau you polish your ego while Cdns die in Kabul You kiss babies as ONs fourth wave rages You hug yourself while lying about suing Indigenous kids You hike rent for poor senior disabled women to cast us off like garbage cdnpoli Elxn44 MikeBloomberg No,4,2,negative
MrPradeepSethi NHS One can expect such tweet from Indian understandable Reality is bitter difficult for Indians to digest after fall of kabul,3,0,negative
MrQbblog LOUDER for the ignorant ones in the back Afghanistan Kabul USTerrorism USOccupation NATO FreeAfghanistan Panjshir PANJSHIR PanjshirResistance AhmadMassoud,1,0,negative
Mtalha ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent BridgeLinx iPhone 13 Afghanistan Taliban Kashmir Kabul,1,0,negative
Mud on the car invisible from drone Trick with United States troops Afghanistan Taliban Kabul,1,0,negative
Muffins or pie Objectively TheMorningShow food foodie NCT127Sticker nba nfl BadCommentChallenge nba SolanaNFT Somalia Clickbait digitalart FortniteCubed Kabul LoveIslandUSA NFTGaming BLACKPINK RHOBH Blinks welovejulierohr Memes,1,0,negative
Mulla Bradar Taliban cofounder and current deputy PM in a scripted interview answering from a piece of paper dispels rumours of his death speaks for cordial relations between Taliban leadership but confirms that he was unaware that Qatari FM would visit Kabul,1,0,negative
Mullah Abdul Ghani Baradar Recent Photo As He Clearly Denied The Western Media Rumors About Being Killed or Injured Kabul Afghanistan,2,0,negative
Mullah Abdul Ghani Baradars clarification about the latest rumors AmrullahSaleh2 FawadAman2 RehamKhan1 Reuters ZabehulahM33 AnasHaqqani313 AbdulGhaniBaradar Kabul,1,0,negative
Mullah Abdul Ghani Brother Clear Denial of Being Killed or Injured As He Said That He is Well and There is Complete Unity in All Ranks of The Afghan Taliban As Mullah Abdul Ghani Baradar Exposes Western Media Lies About Him Kabul Afghanistan,3,2,negative
Mullah Baradar Akhund is alive I am healthy and there is no difference between us he said MullahBaradar taliban kabul IslamicEmirateAfghanistan media Propaganda FreeAfghanistan Panjshir KabulAiport,1,0,negative
Mullah Baradar is still missing Afghanishtan Kabul Panjshir MullahBaradar,1,0,negative
MullahBaradar denies internal strife in Taliban misreports injury news Afghanistan Panjshir PanjshirValley AhmadMassoud Section377 AmrullahSaleh Afghanistan TalibanTerror StandWithPanjshir SavePanjshir NationalUprising Kabul Kabulairport FreeAfghanistan,2,0,negative
MullahBaradar rumors facts karzai presidency murder of Aviation Minister Rahman at KabulAirport afghanistanpapers Fmr US Amb to afghanistan Ryan Crocker suspects total evil person Qasim Fahim ordered the murder in Feb 2002,5,0,negative
MustRead juliaholli cnni article on a US drone strike in Kabul Afghanistan with quotes from our Director GaggioliGloria,1,0,negative
My correspondence in Nature highlights the immediate local and global health concerns following recent conflict escalation in Afghanistan which culminated in Taliban control of Kabul 13,2,0,negative
My reflection on life under the Taliban in Kabul Less congested roads Protests No more murals A quieter city And personally many many dear friends who left Afghanistan to become refugees seeing no way to live under the new government,1,1,negative
NEW CENTCOM has initiated a 156 investigation and a civilian casualty assessment for the Aug 29 drone strike in Kabul that DeptofDefense says targetedhit an ISIS facilitator per PentagonPresSec Says it will factorin media reporting that found civilians were killed,2,0,negative
NEW STORY today at 8 PM There were several Taliban  some were asking Where are you going  at,1,0,negative
NMH74478305 AbuShirzad In the past 2 decades Khorasanis made the life of Afghans a hell You kidnapped killed looted and terrorised specially in Kabul Rabani and Masood are older brother of Taliban Created by Pakistan No body wants you ever again Afganisthan Kabul PanjshirValley,3,0,negative
NOW Rockets hit Kabul substation Several rockets hit Khair Khana in Kabul Locals confirmed the incident to Amaj News said that several rockets fired at the Chamtaleh substation in Kabul Details of damage and casualties are not yet available via AamajN Afghanistan,4,0,negative
NW Kabul is extremely unsafe at this time particularly for SIVs and Shias There are credible threats of kidnapping Avoid black ranger cars Afghanistan,1,0,negative
NasratRahimi12 AmrullahSaleh2 ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent Haqqani Pakistan Afghanistan Taliban Kashmir Kabul,1,0,negative
Natsecjeff Whit still carrying guns Thats because these people known nothing other than war Thats why the Taliban will fail along with Pakistan chinataliban ISK ISI Islamabad China ISIS TalibanTakeover Kabul Afghanistan,1,0,negative
Need facts No one should fudge misrepresent or play games w the historical record of events between Aug 1016 2021 The same goes with clashing agendasstrategies missed opportunities for a political settlement after start of peace talks in 2018 till the fall of Kabul,3,0,negative
New Delhi has invested 3 billion in schemes in Afghanistan during the past two decades and undertaken 500 projects in critical areas of power water supply road connectivity healthcare education agriculture and capacity building Taliban Kabul,1,0,negative
New transformers have been built in Kabul which should go long way in alleviating some of the electricity problems in the city Afghanistan,1,0,negative
New wave of ResistanceTaliban tried to silent Afghan women voice by detained beaten women put them in garages in kabul Detained journalists killed civilians on the streets across Afghanistan Now Afghanwomen started rising their voice from their homes NationalUprising,1,1,negative
NewDelhi has invested 3 billion in schemes in Afghanistan during the past two decades and undertaken 500 projects in critical areas of power water supplyroad connectivity healthcareeducationagriculture and capacity buildingTaliban Kabul,1,0,negative
News on my watsapp from Kabul Homes are being searched social media being checked NGOs SIVs interpreters all being detained in most parts of Kabul  active search ongoing Taliban Military chief announced today that every voice of dissent will be crushed Afghanistan,2,0,negative
NewsAlert24x7  Taliban  Kabul Taliban now in charge of Kabuls PuleCharkhi prison,1,0,negative
NewsBreak Taliban deny their deputy prime minister MullahBaradar  is dead  Reuters pakustv NYC Afghanistan Kabul AfghanPeaceProcess,1,0,negative
NewsUpdate MullahBaradar KhalilurHaqqani reportedly clashed in Presidential Palace Kabul Afghanistan NorthKorea fires 2 ballistic missiles in East Sea SouthKorea replies with same Taliban searching door to door 4 women who worked 4 enemies,1,1,negative
Nfp non farm payroll plunges ahead of Fed Fomc tapering as BidenDisaster in Afghanistan Kabul and treasury Secretary Yellen comments on US debt defaults weigh in  StockMarket stocks plunge anid rising inflation and COVID19 cases among vaccinated,1,0,negative
No one in Iran can speak without the consent from Khaminai Orders to lie against Pakistan are coming from the very top of Iranian regime Tehran regime should not get into this game against Pakistan Syria Yemen Lebanon Iraq are burning because of Iranian aggression Kabul,2,1,negative
No response from DominicRaab regarding our BBCNewsnight story that Afghans were told to go to Abbey Gate in Kabul even though there was intelligence of imminent attack He assured FAC he would investigate No matter what happens in reshuffle calls for answers will continue,1,1,negative
NoPawsLeftBehind Afghanistan Kabul PLEASE HELP JOSE FIND DUDTY,1,0,negative
NorthStar88 husainhaqqani Sad to see though him in Kandahar though as Pakistani HaqqaniNetwork kicked him out of Kabul ,1,0,negative
Now this is not fair they meet Pakistanis to secure their interest However its very bad when Taliban meet Pakistanis They become traitors They need to change their behaviour Kabul Afghanistan Taliban Panjshir NoToTaliban NorthernAlliance DoNotRecogniseTaliban,2,1,negative
O wow  after getting this below answer the secular world has died and has no word to speak Afganistan Kabul AfghanWomen AfganistanWomen,1,1,negative
OPINION  Citizens in countries that have created biometric databases must ask What happens when the data falls into the wrong hands sanjaykpr writes Afghanistan Taliban Kabul,2,0,negative
OPINION Tehran showing its hand in Kabul is likely to be problematic not least to Pakistan which will be concerned that the Taliban will no longer act as a conduit for its interests writes MoulayZaid,1,1,negative
OSINT Kam Air Flight GBG222 at Kabul airport Ariana Afghan airlines flight AFG251 heading from Kabul Airport to unknown location Mahan Air flight IRM1149 about to land at Kabul Airport Afghanistan,1,0,negative
Oh Waziristana from the blood of our people we have painted you red from the pain of our hearts we have made the mountains cry the days are dark with no sunshine through struggle we will bring sunshineAfghanistan Pakistan TTP Taliban PakistanArmy Kabul Waziristan,2,0,negative
Oh look more information about POTUSs clusterfuck of an Afghanistan withdrawal that directly contradicts what Biden told the American people AfghanistanDisaster Kabul,1,0,negative
Omarilogary404 ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent BridgeLinx iPhone 13 Afghanistan Taliban Kashmir Kabul,1,0,negative
On Friday September 17 Norco resident USMC Lance Corporal KareemNikoui who was killed in action in Kabul Afghanistan will be honored by a procession through Norco The procession will depart Ontario at approximately 2 pm More Information,1,1,negative
OnThisDayTaliban 17Sept2019 Two suicide attacks killed 48 injured 38 others Taliban claimed responsibility for both attacks,3,0,negative
Once Kabuls main prison was crowded with thousands of Taliban arrested by the government On Monday a Taliban commander strolled through its empty halls and cell blocks showing his friends where he had once been imprisoned AfghanistanCrisis,2,0,negative
Once Kabuls main prison was crowded with thousands of Taliban captured and arrested by the government On Monday a Taliban commander strolled through its empty halls and cell blocks showing his friends where he had once been imprisoned,10,0,negative
Once inmates Taliban now in charge in a Kabul prison,1,0,negative
Once inmates Taliban now in charge of a Kabul prison  Asia News  Al Jazeera Kabul,1,0,negative
Once inmates now Taliban prison guards in Kabul felipedana reports and takes pictures,1,0,negative
One Month after Fall of Kabul Economic Crisis Stalks Taliban,1,0,negative
One month after fall of Kabul economic crisis stalks Taliban,2,0,negative
One month after fall of Kabul economic crisis stalks Taliban TalibanDestroyingAfghanistan TalibanTerror PakistanIsTaliban,1,0,negative
One month after fall of Kabul economic crisis stalks Taliban afghanistan kabul economy taliban,1,0,negative
One month after fall of Kabul economic crisis stalks Taliban taliban kabul,1,0,negative
One month on since the fall of Kabul  proud to have played a tiny part in this mighty group  raising tens of thousands helping those who risked everything to work with the UK and holding gov to account over the Resettlement schemes Afghanistan,2,2,negative
Open fire Slashing protesters in kabul order 100s residence of Daikundi out of their suburb direct firing on ppl of Qandahar arresting youths in Kabul taken to unknown location  you Taliban will face resistance AfghanistanBurning Afghanishtan,2,0,negative
Order issued by the Taliban officials to investigate the case of abduction of Afghan origin Indian national Bansri Lal in a Kabul Copy of their complaint and search orders Afganisthan Taliban Kabul IndianNational,1,0,negative
Our beautiful Country has seen soo much Pain Afghanistan Flag of Afghanistan Panjshir PanjshirValley AhmadMassoud Section377 AmrullahSaleh Taliban Afghanistan TalibanTerror StandWithPanjshir SavePanjshir NationalUprising Kabul Kabulairport FreeAfghanistan,2,0,negative
Our future is uncertain One month after the Taliban takeover residents of Kabul share stories of grief fear and uncertainty Afghanistan,6,0,negative
Our intel agencies also pointed out repeatedly along with SIGARHQ Kabul govtwas notoriously corrupt stealing funds to care for security,2,0,negative
Over to you trussliz  Why were Afghans told to go to Kabul abbey gate on day of attack,1,0,negative
Oye 6 million dollar man AmrullahSaleh2 toba toba so much corruption what else you hiding about from gold and  you have even given Pakistani politicians a run for their ill gotten money Afghanistan afghanistan AmrullahSaleh kabul PanjshirValley panjshir,1,1,negative
PAKvNZ BACKTHEBLACKCAPS CricketNation Shame ImranKhan NewZealand PakistanCricket PakistanZindabad Afghanistan Kabul US China Taliban USA america taliban There is no security issue this is a political China and Pakistan issue,1,0,negative
PMIK just called US secretary of state Blinken senators ignorant Msg is clear if you still blame us then youre ignorant IndianDisinfoExposed FakeNews BeckyCNN CNN sumrkhan1 Kabul Panjshir Afghanistan ImranKhan PakistanArmy Pakistan ISI Taliban Islamabad,1,1,negative
PNATIONLOUD ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent BridgeLinx iPhone 13 Afghanistan Taliban Kashmir Kabul,1,0,negative
POTUS BIG BREAKING Multiple ROCKET ATTACKS hit Khair Khana in Kabul Massive power outage ISIS suspected,3,0,negative
PTIQueen ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent BridgeLinx iPhone 13 Afghanistan Taliban Kashmir Kabul,1,0,negative
Pak mainstream media isnt reporting and no word from the govt as they are hiding the fact that Talibanization is a cancer that spreads  asiab Afghan Afghanistan Kabul USArmy USA Pakistan Pakistanarmy IEA TTP Pashtun Waziristan PanjshirValley PANJSHIR,1,0,negative
Pakistan Kabul Ambush By staking ambush of Kabul PindiIslamabad have tanked Pak for worse Symbol of xtreme bigotry Bajwa led Pindi Army destined to its own annihilation Meanwhile GHQ led anti State Mafia celebrate their Afghan destruction Afghanistan Tajikistan,3,2,negative
Pakistan has begun a hectic diplomacy campaign to seek recognition for the government in Kabul TalibanGovernment,1,0,negative
Pakistani Ambassador to Kabul Mansoor Ahmad Khan met with Foreign Minister Amir Khan Mottaki and discussed bilateral relations During the visit humanitarian aid the plight of Afghan refugees and the Chaman,1,0,negative
Pakistani journalists n Kabul try 2 hide d close relation btwn Pakistan r opposing Pakistani policies It is a clever gym after Afghan people widely criticized the ISI chiefs visit 2 Kabul who formed Talibans cabinet 12,1,1,negative
Pakistans Economy is terrible and Afghanistan is just another burden Islamabad shouldnt have celebrated early after fall of Kabul The historic ties with Taliban will end in an instant when Afghans realize ISI has no money to help them,4,0,negative
Pakistans ISI or godfather of Taliban is using its security apparatus to guide militant groups run Afghanistan Haqqani Network based in Quetta is acting as its agent in Kabul The same group attacked Baradar ousted the Doha peace leaders out of power,2,0,negative
PakvsNz We gave our best security to NewZealand but British HC ruined everything on Hoax call Thankyou international community for this after Pakistan helped you guys from Kabul shameonblackcaps ShameOnYouNZ ShameonNZ ShameJacindaArdren jacindaardern TheRealPCB,2,1,negative
Palestinian security prisoners decision to suspend the HungerStrike that was supposed to begin on Friday does not mean that battle is over Qadoura Fares head of Palestinian Prisoners Club said Iran IsraeliTerrorism Afghanistan USA Kabul Gaza Taliban Panjshir ISIS,2,0,negative
Panjshir PANJSHIR are using old pics of AhmadMassoud as propaganda 2 keep the northernalliance NRF morale high They have lost many commanders and morale is non existent Massoud himself escaped to tajikistan Kabul AfghanistanCrisis Afghanishtan taliban will find him,2,0,negative
PapiTrumpo TeesValleyVoice ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent Haqqani Pakistan Afghanistan Taliban Kashmir Kabul,1,0,negative
PenFarthing Hello Do you know about Charlotte Dont forget 1 She is a woman and second she had to free her animals of different ages that she try to rescue finding some dead or aliveDont leave her alone Wheres the charity and love for the others Please HELP Kabul,2,2,negative
Pentagon insists Kabul drone strike that killed children aid worker was about preventing imminent attack,3,0,negative
PentagonPresSec confirms two official investigations into Kabul airport evac are underway  an official investigation into the attack that killed 13 US servicemembers and that CENTCOM is conducting a 156 and civcas investigation into the Aug 29 drone strike,3,0,negative
People are being rounded up and disappearing most likely into mass graves Taliban Terrorism Terrorists Afghanistan Panjshir Valley Afghan Women Resistance Pakistan India Kashmir Kabul US USA United States UN Nations SanctionPakistan Ahmad Massoud,1,1,negative
PeterStefanovi2 TeesValleyVoice ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent BridgeLinx Pakistan Afghanistan Taliban Kashmir Kabul,1,0,negative
Players flew out of Kabul last month but were reportedly left stranded as they lacked passports and other documents X 32 players and their families won visas after the charity Football for Peace lobbied Pakistan soccer Taliban women,1,0,negative
Please Afghanistan  us US citizens stood n still stand w u  show the ur humanity n Help FindDusty He was last  Kabul airport KSAnimalRescue NoPawsLeftBehind OperationHercules dogs DogsofTwittter dogsofinstagram AnimalRights animalrescue MansBestFriend,1,0,negative
Please Afghanistan  us US citizens stood n still stand w u  show the your humanity n Help FindThor He was last  Kabul airport KSAnimalRescue NoPawsLeftBehind OperationHercules dogs DogsofTwittter dogsofinstagram AnimalRights animalrescue MansBestFriend,1,0,negative
Please do check human rights abuse of USA Los of human life include ApartheidIsrael in the watch too hrw BDSmovement,2,2,negative
Please help this dog he got left behind in Kabul PenFarthing peta help NoPawsLeftBehind lostdog KabulAiport rescue Kabul sos finddusty penfarthing animalrescue,1,0,negative
Please join and voice your support for the Afghanistan Government in exile Taliban AhmadMassoud PaNjShiR Kabul Afghanistan nrfafg AmrullahSaleh,1,1,negative
Please note that the officers called back to work at the kabulairport were not given guns neither were recalled defence forces members in other provinces guess theyll be the hand combat units ,1,1,negative
Please read this important information given by the Home Office regarding the Afghanistan Resettlement and Immigration Policy homeoffice resettlement immigration afghanistan afghan standwithafghanistan family immigration asylum asylumseekers kabul uk war charity,1,1,negative
Please safe Afghanistan of Taliban attack WHO AfghanistanBurning Kabulairport America India safe WomensWorlds children Kabul,2,2,negative
Please share TIME should be shut down for this afghanistan SaveAfghanistan TalibanTerror AFG Panjshir kabul AfghanistanDisaster TIME100 times100 time,1,0,negative
Political dystopias in a deconstructing world newskabul20 hicetnunc2000 Audio of Taliban rocket attack in Kabul during Eid prayers Prayer with rockets in bound and explosions Kabul nftcollector SoundOn hicetnunc OBJKT dystopia NFTCommunity,1,0,negative
Poor dusty is still out there Please share the link so that he can be located and rescued NoPawsLeftBehind dusty finddusty KSAnimalRescue Kabul KabulAiport,2,0,negative
Poverty misery helplessness Kabul Afghanistan,1,0,negative
Press conference  FAOemergencies director reinpaulsen briefed journalists from Kabul on the critical issues around food agriculture Agriculture is indispensable in keeping the people of Afghanistan fed alive and selfreliant Watch it UNWebTV,1,0,negative
PressTV ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent Haqqani Pakistan Afghanistan Taliban Kashmir Kabul CNN,1,0,negative
Pro Taliban womens dresses market in Kabul Absurd The sick malignant misogynist compulsion of the Talibantheir supporters to make AfghanWomen Women invisibleis so grotesque that it sometimes leaves me speechlessTalibanInFear Afghanistan IstandWithAfghanWomen,3,1,negative
Qatar Airways planes have made several trips to Kabul since the US pullout The flights have brought in aid and Dohas representatives and ferrying out foreign passport holders KabulAirport Qatar Afghanistan,1,0,negative
Qatari special forces stationed at Kabul airport The Qatari military is working with the Taliban to ensure the safety of foreigners stuck there,1,1,negative
Questions in Kabul as two top Taliban leaders missing from public view,3,3,negative
Questions in Kabul as two top Taliban leaders missing from public view Kabul Afghanishtan Taliban AbdulGhaniBaradar,1,1,negative
Questions in Kabul as two top Taliban leaders missing from public view Kabul Taliban leaders missing Afghanistan publicview,2,1,negative
Questions in Kabul as two top Taliban leaders missing from public view Mullah Akhundzada Mullah Bradar The mystery London Pakistan Qatar2022 Afganistan,1,1,negative
Questions in Kabul as two top Taliban leaders missing from public view afghanistan kabul,2,2,negative
RGVzoomin Looks like even Covid is scared of Kabul,1,1,negative
