status_id,sentence,sentiment
1438844982903857155," RT @GovKathyHochul : Thanks to New Yorkers getting the vaccine , we were able to welcome Broadway back this week !",Positive
1438844982903857155, Do n’t throw away your sho …,Neutral
1438844841962754056, RT @firstpost : #COVID19 | #India sets a new record of administering over two crore #vaccine doses on #NarendraModi71Birthday #narendramodi …,Neutral
1438844833792020495, #COVID19 | #India sets a new record of administering over two crore #vaccine doses on #NarendraModi71Birthday … https://t.co/nqAJi5WGO3,Neutral
1438844662622695431," RT @GovKathyHochul : Thanks to New Yorkers getting the vaccine , we were able to welcome Broadway back this week !",Positive
1438844662622695431, Do n’t throw away your sho …,Neutral
1438844234086318081," #MiddayNews | Setting a record , #India administers over 2 cr #COVID19Vaccine doses on #PMModi 's birthday : … https://t.co/6AGPGfMSlE",Neutral
1438844144512913415," RT @BellevueHosp : New Yorkers can get $ 100 , free tickets , memberships or gifts for getting vaccinated against #COVID19 .",Neutral
1438844144512913415, These giveaways wil …,Neutral
1438844068767875080, RT @SMDhealthunit : #COVID19Vaccine pop - up clinics TODAY Sept 17 Nantyr Shores Secondary School 📍 1146 Anna Maria Ave. ⌚️ 4 pm - 7 pm Huntsv …,Neutral
1438843872919138305, RT @SMDhealthunit : #COVID19Vaccine pop - up clinics TODAY Sept 17 Nantyr Shores Secondary School 📍 1146 Anna Maria Ave. ⌚️ 4 pm - 7 pm Huntsv …,Neutral
1438843712885477377," RT @HamOntComNews : Due to the popularity of the first clinic , Hamilton public health and CF Lime Ridge are bringing the free COVID - 19 vacci …",Neutral
1438843609105805314," RT @HamOntComNews : Due to the popularity of the first clinic , Hamilton public health and CF Lime Ridge are bringing the free COVID - 19 vacci …",Neutral
1438843313272934409," RT @GovKathyHochul : Thanks to New Yorkers getting the vaccine , we were able to welcome Broadway back this week !",Positive
1438843313272934409, Do n’t throw away your sho …,Neutral
1438843045789700097," RT @HamOntComNews : Due to the popularity of the first clinic , Hamilton public health and CF Lime Ridge are bringing the free COVID - 19 vacci …",Neutral
1438842913631481856," RT @GovKathyHochul : Thanks to New Yorkers getting the vaccine , we were able to welcome Broadway back this week !",Positive
1438842913631481856, Do n’t throw away your sho …,Neutral
1438842868492292101," RT @HamOntComNews : Due to the popularity of the first clinic , Hamilton public health and CF Lime Ridge are bringing the free COVID - 19 vacci …",Neutral
1438842723780468742," RT @GovKathyHochul : Thanks to New Yorkers getting the vaccine , we were able to welcome Broadway back this week !",Positive
1438842723780468742, Do n’t throw away your sho …,Neutral
1438842672698044418," Due to the popularity of the first clinic , Hamilton public health and CF Lime Ridge are bringing the free COVID - 19 … https://t.co/GI0tUCtR1g",Negative
1438842557312733184," RT @GovKathyHochul : Thanks to New Yorkers getting the vaccine , we were able to welcome Broadway back this week !",Positive
1438842557312733184, Do n’t throw away your sho …,Neutral
1438842475972550657, THP 's #COVID19vaccine efforts were made possible by our incredible clinic staff and the support of community partne … https://t.co/3FcUwYcjEq,Positive
1438842429390663686, Real world data : if fully vaxxed the #covid19Vaccine is 99.994 % effective against even testing positive for COVID … https://t.co/O3B7r9F9SA,Positive
1438842361019260934," RT @GovKathyHochul : Thanks to New Yorkers getting the vaccine , we were able to welcome Broadway back this week !",Positive
1438842361019260934, Do n’t throw away your sho …,Neutral
1438842266454478854," RT @GovKathyHochul : Thanks to New Yorkers getting the vaccine , we were able to welcome Broadway back this week !",Positive
1438842266454478854, Do n’t throw away your sho …,Neutral
1438842189388423173, WATCH : Black Family With Religious Exemption Kicked Out Of NYC Restaurant For Refusing To Show Vaccine Passport “ Pa … https://t.co/SpNJSRFopS,Neutral
1438842020567654400," RT @GovKathyHochul : Thanks to New Yorkers getting the vaccine , we were able to welcome Broadway back this week !",Positive
1438842020567654400, Do n’t throw away your sho …,Neutral
1438841914476752896, “ Our goal is to administer 1 crore vaccines a day .,Positive
1438841914476752896," We all know how important #COVID19Vaccine is for India , we 've be … https://t.co/a2Y2jL5B7b",Neutral
1438841877143359491," RT @GovKathyHochul : Thanks to New Yorkers getting the vaccine , we were able to welcome Broadway back this week !",Positive
1438841877143359491, Do n’t throw away your sho …,Neutral
1438841875105030151," RT @GovKathyHochul : Thanks to New Yorkers getting the vaccine , we were able to welcome Broadway back this week !",Positive
1438841875105030151, Do n’t throw away your sho …,Neutral
1438841385797537796, RT @aaibplairport : At #BhopalAirport our frontline heroes facilitated the movement of another consignment of #COVID19Vaccine in 24 Boxes ye …,Neutral
1438841371570343936," RT @GovKathyHochul : Thanks to New Yorkers getting the vaccine , we were able to welcome Broadway back this week !",Positive
1438841371570343936, Do n’t throw away your sho …,Neutral
1438841366851854340," RT @GovKathyHochul : Thanks to New Yorkers getting the vaccine , we were able to welcome Broadway back this week !",Positive
1438841366851854340, Do n’t throw away your sho …,Neutral
1438841263902580740," Thanks to New Yorkers getting the vaccine , we were able to welcome Broadway back this week !",Positive
1438841263902580740, Do n’t throw away your … https://t.co/DiJL5kIdB2,Neutral
1438840203918053376, Audley Recreation Centre in Ajax [ Durham health unit ] 410 2nd dose spots added First available date is 2021-09-17 B … https://t.co/vM3JoYUUed,Negative
1438840166874034179, Yes it ’s true !,Positive
1438840166874034179, You can borrow a book and #GetYourVaxx #Westphilly today at a @FreeLibrary #Covid19Vaccine clinic … https://t.co/gSXlOttA42,Neutral
1438840163988381696, RT @Amref_Worldwide : Does #Covid19Vaccine cause impotence ?,Neutral
1438840163988381696, Does the jab lower your libido ?,Neutral
1438840163988381696, Does the vaccine cause infertility ?,Neutral
1438840163988381696, Here are you …,Neutral
1438839637414350854," RT @htTweets : In a record - breaking feat , India administered over two crore #vaccine doses against the #coronavirus disease #Covid19Vacci …",Negative
1438839614601457669," In a record - breaking feat , India administered over two crore #vaccine doses against the #coronavirus disease … https://t.co/hoAsTOMAJg",Neutral
1438839530342211587, RT @VaxHuntersON : Uxbridge - Born 2009 or earlier - 1st and 2nd dose September 17th from 10 am to 4 pm @ Uxbridge Arena & Rec Centre - 291 …,Neutral
1438839349580206081," Shri Pavankumar G. Giriyapanavar , I.A.S. , Addl .",Neutral
1438839349580206081," Collector / PD , DRDA , Cuddalore flagging off the … https://t.co/gVUHRV1i3L",Neutral
1438839057807724545," People who are immunocompromised , elderly , frail get the vaccine but can have a low response .",Negative
1438839057807724545, And even if we are s … https://t.co/JYcodhqS3B,Neutral
1438838388308709377, RT @VaxHuntersON : Toronto - Born 2009 or earlier - 1st and 2nd dose September 17th from 7:30 pm to 12:30 am ( September 18th ) @ 280 Wellesley …,Neutral
1438838331459182593, RT @VaxHuntersON : Uxbridge - Born 2009 or earlier - 1st and 2nd dose September 17th from 10 am to 4 pm @ Uxbridge Arena & Rec Centre - 291 …,Neutral
1438838130782584834," RT @khaleejtimes : The #UAE has administered 19,330,107 doses of the #Covid19Vaccine to date , authorities announced .",Neutral
1438838130782584834, Official data released …,Neutral
1438837678187991043, RT @mousseman : A possible side effect of the #covid19vaccine could be hysteria .,Neutral
1438837667031097346, RT @PhillyCEAL : Please share to #VaxUpPhilly #NorthPhilly #GetYourVaxx today Your FREE #covid19vaccine is ready for you at a @FreeLibrary …,Neutral
1438837259852075008," India Vaccinates at Record - Breaking Pace , 2 Crore Administered COVID - 19 Vaccine Doses So Far Today #COVID19Vaccine … https://t.co/V8iLdWGKP3",Neutral
1438837014661578767, I keep getting asked about #COVID19Vaccine #booster .,Neutral
1438837014661578767," In light FDA non-binding panel meeting today , here ’s what I s … https://t.co/zyqzr1HegG",Neutral
1438836976241758215, RT @SMDhealthunit : #COVID19Vaccine pop - up clinics TODAY Sept 17 Nantyr Shores Secondary School 📍 1146 Anna Maria Ave. ⌚️ 4 pm - 7 pm Huntsv …,Neutral
1438836612662763524, RT @SMDhealthunit : #COVID19Vaccine pop - up clinics TODAY Sept 17 Nantyr Shores Secondary School 📍 1146 Anna Maria Ave. ⌚️ 4 pm - 7 pm Huntsv …,Neutral
1438836596460167179, RT @SMDhealthunit : #COVID19Vaccine pop - up clinics TODAY Sept 17 Nantyr Shores Secondary School 📍 1146 Anna Maria Ave. ⌚️ 4 pm - 7 pm Huntsv …,Neutral
1438836412720328707, #COVID19Vaccine pop - up clinics TODAY Sept 17 Nantyr Shores Secondary School 📍 1146 Anna Maria Ave. ⌚️ 4 pm - 7 pm H … https://t.co/A7HAEgUJY6,Neutral
1438836172965429250," TikTok star #AlexandraBlankenbiller , who died from #Covid_19 in late August , used the phrase in a video from her ho … https://t.co/CjEoTAmTgi",Neutral
1438835490510319619," RT @khaleejtimes : The #UAE has administered 19,330,107 doses of the #Covid19Vaccine to date , authorities announced .",Neutral
1438835490510319619, Official data released …,Neutral
1438835391482810374," RT @CooperHealthNJ : Together with @njdeptofhealth , Cooper will offer mobile walk - up #COVID19vaccine clinics at the @cherryhillmall througho …",Neutral
1438835221168902147," The #UAE has administered 19,330,107 doses of the #Covid19Vaccine to date , authorities announced .",Neutral
1438835221168902147, Official data re … https://t.co/cdXnz2y3r3,Neutral
1438835214491521026, RT @Amref_Worldwide : Does #Covid19Vaccine cause impotence ?,Neutral
1438835214491521026, Does the jab lower your libido ?,Neutral
1438835214491521026, Does the vaccine cause infertility ?,Neutral
1438835214491521026, Here are you …,Neutral
1438835182920994817, Please share to #VaxUpPhilly #NorthPhilly #GetYourVaxx today Your FREE #covid19vaccine is ready for you at a … https://t.co/YX1Zzq4y3U,Neutral
1438835132081721354, Toronto - Born 2009 or earlier - 1st and 2nd dose September 17th from 7:30 pm to 12:30 am ( September 18th ) @ 280 Wel … https://t.co/YdHR1hqOl9,Neutral
1438835130299129857, Uxbridge - Born 2009 or earlier - 1st and 2nd dose September 17th from 10 am to 4 pm @ Uxbridge Arena & Rec Centre … https://t.co/eGwe8SO0Gg,Neutral
1438835064511533060, RT @Amref_Worldwide : Does #Covid19Vaccine cause impotence ?,Neutral
1438835064511533060, Does the jab lower your libido ?,Neutral
1438835064511533060, Does the vaccine cause infertility ?,Neutral
1438835064511533060, Here are you …,Neutral
1438834259121278976, RT @Amref_Worldwide : Does #Covid19Vaccine cause impotence ?,Neutral
1438834259121278976, Does the jab lower your libido ?,Neutral
1438834259121278976, Does the vaccine cause infertility ?,Neutral
1438834259121278976, Here are you …,Neutral
1438833803083067395, Does #Covid19Vaccine cause impotence ?,Neutral
1438833803083067395, Does the jab lower your libido ?,Neutral
1438833803083067395, Does the vaccine cause infertility ?,Neutral
1438833803083067395, Here are … https://t.co/DamV4MfTXe,Neutral
1438833777799798786, RT @MartyMakary : Poor countries rationing their limited vax supply right now should learn from the mistakes of U.S. public health leaders h …,Negative
1438833346973372422, RT @ndtv : “ Our goal is to administer 1 crore vaccines a day .,Neutral
1438833346973372422," We all know how important #COVID19Vaccine is for India , we 've been through a t …",Neutral
1438833310541631497, RT @ndtv : “ Our goal is to administer 1 crore vaccines a day .,Neutral
1438833310541631497," We all know how important #COVID19Vaccine is for India , we 've been through a t …",Neutral
1438833067855007744," #COVID19Vaccine #CovidVaccines #India vaccinates 20 million Indians by 1700 hours today , and its still counting .",Neutral
1438833067855007744, A … https://t.co/TVU6oReFuD,Neutral
1438832948455878659, RT @ndtv : “ Our goal is to administer 1 crore vaccines a day .,Neutral
1438832948455878659," We all know how important #COVID19Vaccine is for India , we 've been through a t …",Neutral
1438832633048285189, All licensed vaccines are extremely effective in preventing severe cases of Covid - 19 .,Positive
1438832633048285189, REGISTER & VACCINATED > … https://t.co/qQIiTOHn6O,Neutral
1438832589175881733, RT @ndtv : “ Our goal is to administer 1 crore vaccines a day .,Neutral
1438832589175881733," We all know how important #COVID19Vaccine is for India , we 've been through a t …",Neutral
1438832333637967881," India administered over 2 crore #Covid19vaccine doses in a day , setting a record on PM #NarendraModi 's birthday , ac … https://t.co/GCSii7ZPcQ",Neutral
1438831707889692678, That 's the tweet .,Neutral
1438831707889692678, Record #vaccination in a day .,Neutral
1438831707889692678, Still good couple of hours to go .,Positive
1438831707889692678, Can we make it 25 million in a d … https://t.co/wwDbfUFcwa,Neutral
1438831608988147717, RT @nabakka_vivian : After a whole night of premeditating the #COVID19Vaccine finally got my first dose .,Neutral
1438831608988147717, All I have so far are mild aches .,Neutral
1438831608988147717, P …,Neutral
1438831458781589515, Over 2 Crore doses of the #COVID19 vaccine have been administered to people in the country so far today … https://t.co/UywIdpTG1Q,Negative
1438831245346148355, “ Our goal is to administer 1 crore vaccines a day .,Positive
1438831245346148355," We all know how important #COVID19Vaccine is for India , we 've be … https://t.co/o14g2uSIUp",Neutral
1438831207593099269," 2,00,00,000 doses done today and counting .",Neutral
1438831207593099269, Just wow .,Neutral
1438831207593099269, #LargestVaccinationDrive #IndiaFightsCorona #COVID19Vaccine https://t.co/GT8GtEuzA2,Neutral
1438830861881774087, RT @unnamed_boi : More than 2 crore vaccine administration done to the people of India on the occasion of Our Honourable Prime Minister Birt …,Negative
1438830511682621440, More than 2 crore vaccine administration done to the people of India on the occasion of Our Honourable Prime Minist … https://t.co/2gZhgFuh6o,Negative
1438830354023002112, A possible side effect of the #covid19vaccine could be hysteria .,Neutral
1438830354023002112, https://t.co/XbKkKjDTe5,Neutral
1438830338902421512, Are you aware of cell & gene therapies that are under development to manage COVID - 19 complications ?,Neutral
1438830338902421512, To learn more r … https://t.co/640C9Seyc4,Neutral
1438828656613277700, RT @UnitedHealthPr2 : 1⃣ 8⃣ Citizens Actions to Stop the #COVID19 Scam ACTION N ° 18 : demand the removal of ALL restrictions and the end of th …,Neutral
1438828634995929094, RT @UnitedHealthPr2 : 1⃣ 8⃣ Citizens Actions to Stop the #COVID19 Scam Give out leaflets to the police officers of your city #SensitizeTheP …,Negative
1438828597402378243, RT @UnitedHealthPr2 : 1⃣ 8⃣ Citizens Actions to Stop the #COVID19 Scam 📽️ Send to the police of your city these videos of police officers wh …,Negative
1438828575646535681," RT @UnitedHealthPr2 : Contact the police via their social media ( Twitter , Facebook , Instagram ) , explain why these measures are non scientifi …",Neutral
1438828524220174345, RT @UnitedHealthPr2 : ☎️ 📞 call the police of your city then explain why these measures are non scientific and illegal and why the police off …,Neutral
1438828512392142855, RT @UnitedHealthPr2 : 1⃣ 8⃣ Citizens Actions to Stop the #COVID19 Scam 👮‍♂️ 👮‍♀️ Talk with the police officers of your city and explain why t …,Neutral
1438828506390138883, RT @UnitedHealthPr2 : 1⃣ 8⃣ Citizens Actions to Stop the #COVID19 Scam 👮‍♂️ 👮‍♀️ Talk with the police officers of your city and explain why t …,Neutral
1438828453063692290, RT @UnitedHealthPr2 : ACTION N ° 15 : 🎙️ speak on radio 📻 and TV 📺 #StopTheScam #CivilDisobedience #COVID19Vaccine #COVID19 https://t.co/n4g7g…,Neutral
1438828432276733956, RT @UnitedHealthPr2 : ACTION N ° 14 : film yourself and urge people to refuse these measures and to not obey #CivilDisobedience ➡️ For more in …,Negative
1438828398424600581," RT @UnitedHealthPr2 : 🇨🇦 An example from CANADA ( to activate the subtitles in your language , watch from a computer 🖥️ or a laptop 💻 ) : https : …",Neutral
1438828345609924612, RT @UnitedHealthPr2 : ACTION N ° 12 : require that an international and independent investigation be conducted and that those responsible for t …,Neutral
1438828294682464261," RT @neerajaiims : @huntsmancancer senior leadership with the director @NeliMUlrich brainstorming over curing cancer at @CliffLodge Snowbird , …",Negative
1438828293143289860," RT @UnitedHealthPr2 : 1⃣ 8⃣ Citizens Actions to Stop the #COVID19 Scam ACTION N ° 11 : refuse the #COVID19Vaccine ➡️ For more information , wat …",Negative
1438828276101881857, RT @UnitedHealthPr2 : 🇨🇦 An example from CANADA : https://t.co/LGCjMk67cE ( Thanks to @RebelNewsOnline ) #COVID19 #RefuseTests #CivilDisobed …,Neutral
1438828255545593856, RT @UnitedHealthPr2 : 🇳🇱 An example from NETHERLANDS : https://t.co/C66LKAJ9dd ( Thanks to @france_soir and @BonsensOrg ) #COVID19 #RefuseTes …,Neutral
1438828083033911300, RT @UnitedHealthPr2 : ➡️ Follow these steps : https://t.co/yJ1xlI3yFl #StandUpAgainstTyranny #NoMoreMasks #MuzzlesNotMasks #COVID19 #COVI …,Neutral
1438827733329530881, RT @nabakka_vivian : After a whole night of premeditating the #COVID19Vaccine finally got my first dose .,Neutral
1438827733329530881, All I have so far are mild aches .,Neutral
1438827733329530881, P …,Neutral
1438826408537587714," RT @HFWOdisha : Crossing another milestone in the fight against #COVID19 , #Odisha has covered more than 2 Cr persons with 1st dose of #COVID …",Neutral
1438825097473757184," Centennial College , Progress Campus in Scarborough [ Toronto health unit ] 159 1st dose spots added First available d … https://t.co/3cdvikWONC",Neutral
1438824520312365057, … .,Neutral
1438824520312365057, and he ’s 17 in that photo !,Neutral
1438824520312365057, 😁 #COVID19Vaccine #antivaxxers https://t.co/SgG36YEctF,Neutral
1438822893316608003, RT @CityTshwane : #COVID19Vaccine is safe .,Positive
1438822893316608003, Go and get vaccinated and help to create herd immunity for Tshwane .,Neutral
1438822893316608003, https://t.co/IxeMmebq6r,Neutral
1438820961088798720," RT @HFWOdisha : Crossing another milestone in the fight against #COVID19 , #Odisha has covered more than 2 Cr persons with 1st dose of #COVID …",Neutral
1438820787696414720, If you call it a scandemic then you are an anti-vaxxer And I am Provaccine so go crawl back under your log … https://t.co/YZw6PaMl4P,Neutral
1438820697694822403," RT @HFWOdisha : Crossing another milestone in the fight against #COVID19 , #Odisha has covered more than 2 Cr persons with 1st dose of #COVID …",Neutral
1438820010072236032," Crossing another milestone in the fight against #COVID19 , #Odisha has covered more than 2 Cr persons with 1st dose … https://t.co/5fXwKKE46j",Neutral
1438819536426446849," RT @THP_hospital : "" If there is something they could do to ... spend more time with their loved ones , would you not try to do it ? """,Neutral
1438819536426446849, Read as TH …,Neutral
1438817370630467586, How to apply for #Vaccination Certificate approval for #citizens & #residents vaccinated abroad .... … https://t.co/ldF6vFyEZ7,Neutral
1438815046075830277, RT @QMUL : ⏰ We currently have drop in sessions available today at our Mile End vaccination centre .,Neutral
1438815046075830277, Head to the Temporary Building in Geograp …,Neutral
1438812309074243585, #India aims to administer 2 - 2.5 crore #COVID19Vaccine in a single day today #fightcovid #VaccinationDrive,Positive
1438812102593032192, RT @ToxicLemon99 : Social segregation designed to divide & break up unity of the people .,Neutral
1438812102593032192, All dictatorial regimes know they can strengthen th …,Neutral
1438811630536638467, RT @QMUL : ⏰ We currently have drop in sessions available today at our Mile End vaccination centre .,Neutral
1438811630536638467, Head to the Temporary Building in Geograp …,Neutral
1438811577126318088, RT @thetribunechd : #Covid19Vaccine : India administers record 1.48 crore #Covidvaccines by 3 pm on PM 's birthday https://t.co/m5meZkg4XC @an …,Neutral
1438810735044272132, #Covid19Vaccine : India administers record 1.48 crore #Covidvaccines by 3 pm on PM 's birthday https://t.co/m5meZkg4XC @anshumalini3,Neutral
1438809998193315840, Audley Recreation Centre in Ajax [ Durham health unit ] 212 2nd dose spots added First available date is 2021-09-17 B … https://t.co/1r67EA7ihF,Negative
1438809532243890186, RT @QMUL : ⏰ We currently have drop in sessions available today at our Mile End vaccination centre .,Neutral
1438809532243890186, Head to the Temporary Building in Geograp …,Neutral
1438809355919450117, RT @nabakka_vivian : After a whole night of premeditating the #COVID19Vaccine finally got my first dose .,Neutral
1438809355919450117, All I have so far are mild aches .,Neutral
1438809355919450117, P …,Neutral
1438808506380001280, RT @nabakka_vivian : After a whole night of premeditating the #COVID19Vaccine finally got my first dose .,Neutral
1438808506380001280, All I have so far are mild aches .,Neutral
1438808506380001280, P …,Neutral
1438808224287789058," RT @OnlineKhabar_En : The government had purchased six million doses of the vaccines from China , but 1.6 million doses have already arrived .",Negative
1438808224287789058, …,Neutral
1438808064354918405, This is amazing !,Very positive
1438808064354918405, 😲 A big thank you to all involved in the #COVID19Vaccine .,Neutral
1438808064354918405, Looking on where to have your jab ?,Neutral
1438808064354918405, fin … https://t.co/VkmKdMCjXu,Neutral
1438807352518582278, RT @QMUL : ⏰ We currently have drop in sessions available today at our Mile End vaccination centre .,Neutral
1438807352518582278, Head to the Temporary Building in Geograp …,Neutral
1438807210910527489, ⏰ We currently have drop in sessions available today at our Mile End vaccination centre .,Neutral
1438807210910527489, Head to the Temporary Build … https://t.co/KRkiebtHCT,Neutral
1438805672989167616, RT @nabakka_vivian : After a whole night of premeditating the #COVID19Vaccine finally got my first dose .,Neutral
1438805672989167616, All I have so far are mild aches .,Neutral
1438805672989167616, P …,Neutral
1438801830725754884, After a whole night of premeditating the #COVID19Vaccine finally got my first dose .,Positive
1438801830725754884, All I have so far are mild ache … https://t.co/iXzz5FFG3E,Neutral
1438800709403635715," RT @OnlineKhabar_En : The government had purchased six million doses of the vaccines from China , but 1.6 million doses have already arrived .",Negative
1438800709403635715, …,Neutral
1438800599936471043," The government had purchased six million doses of the vaccines from China , but 1.6 million doses have already arriv … https://t.co/Yg3Jn2D68c",Neutral
1438799121884725253," 1 crore vaccination already , will we cross 1.75 - 2 crore today ?",Neutral
1438799121884725253, This is unbelievable .,Negative
1438799121884725253, 🇮🇳 👏 🎉 #COVID19Vaccine #VaccinationDrive,Neutral
1438798231316533259, India has administered over 1 crore 38 lakhs daily vaccinations till 3:00 pm today .,Positive
1438798231316533259, Likely to cross 2 crores doses … https://t.co/Og0GdeD32E,Neutral
1438796971884507139," #Covid19AB #Canada #COVID19Vaccine data reported September 16 , 2021 ( Official figures for period ending September 1 … https://t.co/ESGiVPvgx3",Neutral
1438794898929602561, TAIBU Community Health Centre in Scarborough [ Toronto health unit ] 274 2nd dose spots added First available date is … https://t.co/ZtO04cngsv,Neutral
1438794162883678209, Those between the ages of 15 to 19 to be given the Pfzier - BioNTech #COVID19vaccine .,Negative
1438794162883678209, Children aged 12 and above … https://t.co/XzpUBk8cMW,Neutral
1438794115840315393, 1 Cr 33 lacs plus vaccinated today Previous record broken #vaccine #NarendraModi #COVID19Vaccine,Neutral
1438790142098018304, It 's in everyone 's interest that there 's equal distribution and access to a #COVID19Vaccine @PresidentIRL … https://t.co/PArZTaPLXc,Positive
1438790141955514371, RT @NAH_Hospital : VACCINATION UPDATE : MODERNA 1ST DOSE #ModernaVaccine is open for bookings next week .,Neutral
1438790141955514371, The Vaccination is available from Mo …,Neutral
1438789832218591236," #COVID19Vaccination | Over 1 crore jabs and still counting , record achieved fourth time in less than a month … https://t.co/tOlhT6jQN7",Negative
1438789826140983296, #JCiTTweets Evidence from #Italy on #COVID19Vaccine confidence and #tourism at the early stage of a voluntary mass … https://t.co/h2zJoLJD0V,Neutral
1438789585375399937, RT @LACo_DPSS : DPSS invites you & your KIDS ages 12 + to get your FREE 1st dose of the #COVID19Vaccine at our location on Crossroads Pkwy .,Positive
1438789585375399937, i …,Neutral
1438788775518244870, RT @moneycontrolcom : #COVID19Vaccine : WHO is currently reviewing the data submitted by Bharat Biotech for #Covaxin 's EUL and the date for a …,Neutral
1438788752575397889, #COVID19Vaccine : WHO is currently reviewing the data submitted by Bharat Biotech for #Covaxin 's EUL and the date fo … https://t.co/6LjTADDUqb,Negative
1438786948991234049, VACCINATION UPDATE : MODERNA 1ST DOSE #ModernaVaccine is open for bookings next week .,Neutral
1438786948991234049, The Vaccination is available f … https://t.co/82TEAaZKaW,Neutral
1438786163855273984, Social segregation designed to divide & break up unity of the people .,Neutral
1438786163855273984, All dictatorial regimes know they can strengt … https://t.co/NwDYsGDfwq,Neutral
1438785588941836292," RT @P_H_S_Official : Our data this week also shows that depending on age , you are 3 - 4 times more likely to be hospitalised and have a positi …",Negative
1438783664490487815, The number of #COVID19vaccine doses administered in the country so far on Friday has already crossed the 1 - crore ma … https://t.co/94lNkStn51,Negative
1438783122611441668, COVID - 19 Vaccination Update : India Inoculates Over 1 Crore Vaccine Doses Till 1:30 PM Today #COVID19 … https://t.co/2KLgH4hJt4,Neutral
1438781065334820864, “ I would rather be protected from Coronavirus than suffer and my future family ” Natalie ’s chosen to get the … https://t.co/l2GqqELBjO,Negative
1438780927518416898," RT @NHSKMCCG : Walk - in and bookable clinics , offering Covid - 19 vaccines for those aged 16 and over , are taking place across Kent and Medway …",Negative
1438780774602268678, RT @WeBaramulla : Pace of vaccination picks up in J&K #CovidVaccine #Rakshabandhan #UnmuteUs #HappyRakshaBandhan2021 #Rakhispecial #RakhiG …,Neutral
1438780736123797504, RT @WeBaramulla : Lt Governor inaugurates Youth Clubs in J&K .,Neutral
1438780736123797504, #CovidVaccine #Rakshabandhan #UnmuteUs #HappyRakshaBandhan2021 #Rakhispecial …,Neutral
1438780658004869122," RT @WeBaramulla : Kashmiri music has helped her rediscover ‘ subconscious self ’ , says Vibha Saraf , who gained popularity with her hit song “ K …",Positive
1438778773055459330, AHF will be hosting a webinar discussing vaccine hesitancy in Africa .,Neutral
1438778773055459330, Register and join us on 30th September !,Neutral
1438778773055459330, … https://t.co/VmDFMnf54n,Neutral
1438778435048861696, US medical experts to vote on Pfizer COVID - 19 boosters https://t.co/AjVixJ83z9 #Pfizer #USA #Covid_19 #COVID19Vaccine,Neutral
1438777927521296388, RT @yuganOffcial : Govt decides to administer Pfizer vaccines to children between the ages 15 to 19 years & children over 12 years with disa …,Positive
1438777563279544327, #COVID19 | India has administered over 1 crore daily vaccinations till 1.30 pm today ( Data source : COWIN ) … https://t.co/Te3NV2d7KT,Neutral
1438777431888859140, Govt decides to administer Pfizer vaccines to children between the ages 15 to 19 years & children over 12 years wit … https://t.co/Rbb7oYNCs6,Neutral
1438777207862726661," RT @darkagenda : If another #variant arrives to the UK that can magically "" get around the vaccine "" then they 'll be another full lockdown , sa …",Neutral
1438775199457955840, 🚨 Taking vaccine advice from @NICKIMINAJ is like consulting a crack dealer about healthy sleep habits .,Negative
1438775199457955840, You ’re gon na … https://t.co/FLZ9UFCOh7,Neutral
1438774875326271491, RT @sivadigitalart : Got my first dose of the #COVID19Vaccine this morning .,Neutral
1438774875326271491, #StaySafe #WearAMask #GetVaccinated #COVID19 #SatyPositive #siv …,Neutral
1438774850190028801," RT @darkagenda : If another #variant arrives to the UK that can magically "" get around the vaccine "" then they 'll be another full lockdown , sa …",Neutral
1438774370231590912," If another #variant arrives to the UK that can magically "" get around the vaccine "" then they 'll be another full lock … https://t.co/qPTHSPsPhB",Neutral
1438772597068423169, RT @aaikolairport : The frontline heroes at #KolkataAirport successfully facilitated the movement of another set of #COVID19Vaccine as yeste …,Positive
1438769242183176196, #COVID19Vaccine is safe .,Positive
1438769242183176196, Go and get vaccinated and help to create herd immunity for Tshwane .,Neutral
1438769242183176196, https://t.co/IxeMmebq6r,Neutral
1438769004231815173, RT @USAID_NISHTHA : Have a look at these steps on how to monitor and report #COVID19Vaccine side effects #IndiaFightsCorona @MoHFW_INDIA @us …,Negative
1438766468737417218," @bennyjohnson New York State vaccine rates by ethnicity : Whites : 70 % , Blacks : 17 % .",Neutral
1438766468737417218, She picked the wrong audience .,Negative
1438766468737417218, https://t.co/5bJnB8rxYc,Neutral
1438764706278301697, Audley Recreation Centre in Ajax [ Durham health unit ] 212 1st dose spots added First available date is 2021-09-17 B … https://t.co/7xKJ7GvMM6,Neutral
1438763417137991683, RT @GovKathyHochul : Get vaccinated .,Neutral
1438763417137991683, To protect yourself .,Neutral
1438763417137991683, To protect your neighbors .,Neutral
1438763417137991683, To protect your fellow New Yorkers .,Neutral
1438763417137991683, Make your plan to …,Neutral
1438763229723774977, #Covid19Vaccine 41.8 % Indians have received at least one dose ( 58.3 cr ) 13.6 % fully vaccinated till date ( 19 cr ) 55 … https://t.co/CLImilW1in,Neutral
1438762356973228035," RT myedgeprop : EMIR Research proposes PICK budget be raised to RM6b for boosters , surveillance , among others … https://t.co/lMAX0TmSmr",Neutral
1438762351419871237," RT myedgeprop : M'sia administers 39.69 million cumulative Covid - 19 vaccine doses , 55 % of population fully inoculate … https://t.co/d4wbuSgeto",Neutral
1438756577599709184," Please note , you may experience intramuscular pain at injection site and or Trinidad and Tobago phenomena of explod … https://t.co/vIquuc5WFg",Neutral
